season,season_type,player_id,team,player_name,player_display_name,games,position,position_group,headshot_url,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_att,gwfg_distance_list,gwfg_made,gwfg_missed,gwfg_blocked
2007,POST,00-0023001,WAS,,Shaun Suisham,1,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyx61i2zefrmgr91rrvd",0,1,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,30,,0,30,0,2,2,0,0,1,0,,,,
2007,POST,00-0024333,NE,S.Gostkowski,Stephen Gostkowski,3,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqi0psnge6kkglcspabo",1,2,1,0,35,0.5,0,0,1,0,0,0,0,0,1,0,0,0,35,35,,35,35,0,9,9,0,0,1,0,,,,
2007,POST,00-0025565,DAL,N.Folk,Nick Folk,1,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvducq2x22jbvgaob4o1",1,1,0,0,34,1,0,0,1,0,0,0,0,0,0,0,0,0,34,,,34,0,0,2,2,0,0,1,1,34,1,0,0
2007,POST,00-0025580,GB,M.Crosby,Mason Crosby,2,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",2,2,0,0,37,1,0,0,2,0,0,0,0,0,0,0,0,0,36;37,,,73,0,0,8,8,0,0,1,0,,,,
2007,REG+POST,00-0000108,PHI,,David Akers,16,K,SPEC,,24,32,8,0,53,0.75,0,12,10,1,1,0,0,0,0,5,3,0,33;47;24;39;26;22;53;22;31;25;24;33;37;20;27;25;36;34;31;29;39;21;24;38,42;41;41;59;53;48;57;47,,740,388,0,36,36,0,0,1,0,,,,
2007,REG+POST,00-0000282,ATL,,Morten Andersen,14,K,SPEC,,25,28,2,1,47,0.893,0,9,12,4,0,0,0,0,0,2,0,0,24;25;28;22;36;46;32;28;47;38;33;21;33;27;36;47;34;30;41;33;23;21;30;37;32,48;48,42,804,96,42,24,24,0,0,1,1,21,1,0,0
2007,REG+POST,00-0001980,HOU,,Kris Brown,16,K,SPEC,,25,29,3,1,57,0.862,1,6,6,7,5,0,0,1,0,2,0,0,26;28;25;33;33;42;37;19;54;43;54;20;57;20;35;33;40;40;36;53;23;41;45;50;41,25;46;49,43,928,120,43,40,40,0,0,1,1,57,1,0,0
2007,REG+POST,00-0002655,JAX,,John Carney,8,K,SPEC,,9,11,2,0,41,0.818,2,3,3,1,0,0,0,0,0,2,0,0,35;27;19;27;18;20;37;41;30,48;42,,254,90,0,20,21,0,1,0.952,0,,,,
2007,REG+POST,00-0002655,KC,,John Carney,5,K,SPEC,,3,3,0,0,40,1,0,0,2,1,0,0,0,0,0,0,0,0,38;36;40,,,114,0,0,7,7,0,0,1,0,,,,
2007,REG+POST,00-0004091,CLE,P.Dawson,Phil Dawson,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dypn7kf7fsaz30ey0ayc",26,30,2,2,51,0.867,2,9,7,7,1,0,0,0,1,0,1,0,39;39;18;23;41;20;42;40;20;35;45;19;25;28;39;51;33;25;27;37;22;49;35;49;23;49,52;35,40;25,873,87,65,42,43,1,0,0.977,3,40;25;33,2,0,1
2007,REG+POST,00-0004811,DEN,,Jason Elam,16,K,SPEC,,27,31,4,0,50,0.871,0,11,6,9,1,0,0,0,0,3,1,0,21;48;42;23;20;23;35;22;30;49;45;21;44;50;21;39;23;22;29;44;37;37;41;47;23;43;30,50;43;45;48,,909,186,0,33,33,0,0,1,4,42;23;49;30,4,0,0
2007,REG+POST,00-0006223,NO,,Martin Gramatica,3,K,SPEC,,5,5,0,0,55,1,0,0,2,2,1,0,0,0,0,0,0,0,31;55;35;46;48,,,215,0,0,8,8,0,0,1,0,,,,
2007,REG+POST,00-0006800,DET,,Jason Hanson,16,K,SPEC,,29,35,4,2,53,0.829,1,4,10,11,3,0,0,1,1,2,0,0,46;46;23;30;37;49;39;34;42;32;26;52;20;43;53;38;42;47;41;45;52;37;19;36;46;20;47;35;38,48;46;29;35,39;52,1115,158,91,35,36,0,1,0.972,1,37,1,0,0
2007,REG+POST,00-0009028,CAR,,John Kasay,16,K,SPEC,,24,28,4,0,53,0.857,2,6,8,6,2,0,0,0,1,3,0,0,34;32;45;49;23;35;52;33;43;24;45;29;31;26;45;29;19;49;39;53;37;37;25;19,47;45;40;37,,853,169,0,27,27,0,0,1,1,52,1,0,0
2007,REG+POST,00-0010072,MIN,,Ryan Longwell,15,K,SPEC,,20,24,3,1,55,0.833,0,3,6,10,1,0,0,0,0,0,3,0,49;32;22;44;35;48;48;55;39;32;48;30;38;46;26;48;46;42;48;22,52;57;53,48,798,162,48,39,40,1,0,0.975,2,55;48,1,0,1
2007,REG+POST,00-0010373,NO,,Olindo Mare,13,K,SPEC,,10,17,6,1,52,0.588,0,4,3,2,1,0,0,0,1,1,4,0,34;25;28;26;46;34;52;46;23;36,52;38;54;43;52;57,20,350,296,20,34,34,0,0,1,1,54,0,1,0
2007,REG+POST,00-0011970,SF,,Joe Nedney,15,K,SPEC,,17,19,2,0,49,0.895,1,5,6,5,0,0,0,0,0,0,2,0,33;30;40;32;22;49;43;29;49;32;22;28;38;46;19;29;38,52;55,,579,107,0,22,22,0,0,1,2,40;52,1,1,0
2007,REG+POST,00-0015784,BAL,,Matt Stover,15,K,SPEC,,27,32,4,1,49,0.844,1,11,7,8,0,0,0,0,0,4,0,0,36;23;28;43;21;28;43;46;21;29;26;32;49;43;42;23;31;36;34;41;47;29;27;39;18;28;31,46;46;41;44,50,894,177,50,26,26,0,0,1,3,46;47;44,2,1,0
2007,REG+POST,00-0016919,IND,A.Vinatieri,Adam Vinatieri,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",24,30,6,0,46,0.8,1,14,8,1,0,0,0,1,2,2,1,0,33;33;22;39;20;36;28;35;22;27;35;36;20;20;21;25;27;24;24;22;19;29;37;46,36;50;42;29;49;38,,680,244,0,52,54,0,2,0.963,2,29;24,1,1,0
2007,REG+POST,00-0017693,LA,,Jeff Wilkins,16,K,SPEC,,24,32,8,0,53,0.75,0,7,6,8,3,0,0,1,1,5,1,0,42;28;27;29;53;25;46;35;31;32;31;29;40;46;49;21;44;49;35;23;50;52;37;42,56;42;43;28;35;44;40;48,,896,336,0,25,25,0,0,1,1,56,0,1,0
2007,REG+POST,00-0019310,BUF,,Rian Lindell,15,K,SPEC,,24,27,3,0,52,0.889,0,11,7,4,2,0,0,0,0,2,1,0,24;46;24;29;26;35;41;30;40;23;21;29;38;34;52;38;43;24;33;36;51;29;23;22,45;54;46,,791,145,0,24,24,0,0,1,2,34;36,2,0,0
2007,REG+POST,00-0019536,CIN,,Shayne Graham,16,K,SPEC,,31,34,3,0,48,0.912,1,11,13,6,0,0,0,1,0,1,1,0,23;40;20;43;24;40;48;33;36;20;31;20;34;19;22;35;35;21;33;41;38;24;27;38;32;46;24;35;29;38;30,53;26;43,,979,122,0,37,37,0,0,1,0,,,,
2007,REG+POST,00-0019646,LV,S.Janikowski,Sebastian Janikowski,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5zvm3ux5uvwxdfqwd0w",23,32,8,1,54,0.719,0,4,6,7,6,0,0,0,1,3,3,1,38;32;22;23;48;37;50;43;54;22;37;52;42;30;42;49;52;25;54;38;44;41;53,46;57;52;64;58;35;44;49,50,928,405,50,28,28,0,0,1,1,52,0,1,0
2007,REG+POST,00-0019676,ARI,,Neil Rackers,16,K,SPEC,,21,30,8,1,52,0.7,2,5,6,5,3,0,0,0,1,1,6,0,35;28;52;42;48;40;41;50;32;50;47;23;19;33;19;26;32;29;31;23;33,53;47;52;55;54;32;50;54,39,733,397,39,47,48,0,1,0.979,5,42;50;55;32;31,3,2,0
2007,REG+POST,00-0019770,MIA,,Jay Feely,15,K,SPEC,,21,23,2,0,53,0.913,0,7,6,7,1,0,0,0,0,2,0,0,20;36;37;45;31;39;29;23;40;33;48;43;29;38;53;44;41;23;22;29;49,48;47,,752,95,0,26,26,0,0,1,1,29,1,0,0
2007,REG+POST,00-0019778,NYG,,Lawrence Tynes,20,K,SPEC,,28,34,6,0,48,0.824,1,11,7,9,0,0,0,1,4,1,0,0,44;48;24;48;32;34;29;32;29;39;20;41;40;26;28;46;20;48;19;23;23;35;42;25;29;37;47;32,34;34;29;38;43;36,,940,214,0,50,52,2,0,0.962,1,47,1,0,0
2007,REG+POST,00-0020578,TB,M.Bryant,Matt Bryant,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okrutwlsyxd3w2xtohun",28,33,5,0,49,0.848,0,11,11,6,0,0,0,1,0,1,3,0,38;32;27;27;25;38;23;43;48;44;22;42;32;23;35;27;48;39;27;31;33;28;34;34;22;31;23;49,54;40;58;26;53,,925,231,0,36,36,0,0,1,1,43,1,0,0
2007,REG+POST,00-0020737,PIT,,Jeff Reed,17,K,SPEC,,24,26,2,0,49,0.923,0,10,10,4,0,0,0,0,0,1,0,1,26;31;34;28;39;31;36;49;35;40;22;28;35;30;37;33;48;24;21;23;44;21;29;28,65;44,,772,109,0,46,46,0,0,1,2,48;24,2,0,0
2007,REG+POST,00-0020962,TEN,,Rob Bironas,17,K,SPEC,,37,42,5,0,56,0.881,0,10,13,10,4,0,0,2,1,1,1,0,20;31;30;36;33;30;40;48;52;25;21;30;28;43;29;29;35;23;47;53;37;49;56;37;28;23;44;37;37;40;25;46;40;54;33;30;44,27;47;53;29;38,,1343,194,0,28,28,0,0,1,1,29,1,0,0
2007,REG+POST,00-0021940,SEA,,Josh Brown,17,K,SPEC,,32,38,5,1,54,0.842,0,14,6,8,4,0,0,0,0,3,2,0,28;46;28;28;23;23;31;25;52;38;48;45;43;39;26;22;20;40;23;46;33;23;41;23;42;39;54;51;50;33;29;27,54;44;46;52;40,44,1119,236,44,48,48,0,0,1,0,,,,
2007,REG+POST,00-0022589,CIN,,Kyle Larson,1,P,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,,,,
2007,REG+POST,00-0022737,LAC,,Nate Kaeding,19,K,SPEC,,29,34,4,1,51,0.853,0,15,5,8,1,0,0,0,0,3,1,0,44;24;51;38;26;45;36;33;23;27;46;41;41;25;20;22;22;45;40;23;29;36;31;24;20;26;23;40;24,50;45;45;48,33,925,188,33,52,52,0,0,1,0,,,,
2007,REG+POST,00-0022874,JAX,,Josh Scobee,10,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7c7yefpjtfv41lcvhum",15,17,2,0,48,0.882,0,8,4,3,0,0,0,0,0,2,0,0,22;48;46;33;22;23;20;47;21;20;33;36;25;39;25,46;46,,460,92,0,32,33,1,0,0.97,1,25,1,0,0
2007,REG+POST,00-0023001,WAS,,Shaun Suisham,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyx61i2zefrmgr91rrvd",29,36,7,0,49,0.806,0,10,8,11,0,0,0,0,3,4,0,0,31;44;39;35;37;47;28;46;40;22;40;46;23;21;45;39;44;43;38;27;28;33;23;49;31;28;26;46;21,39;48;41;49;47;37;30,,1020,291,0,31,32,1,0,0.969,2,39;46,2,0,0
2007,REG+POST,00-0023234,ATL,,Michael Koenen,1,P,SPEC,,0,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,,53;50,,0,103,0,,0,,,,0,,,,
2007,REG+POST,00-0023252,CHI,R.Gould,Robbie Gould,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uakpiwhnutg2rvoyrmgh",31,36,3,2,49,0.861,0,7,12,12,0,0,0,0,1,1,1,0,27;47;38;20;49;41;44;36;32;31;22;41;45;32;31;47;48;24;44;39;35;46;41;30;22;21;29;47;31;35;39,39;40;53,52;48,1114,132,100,33,33,0,0,1,1,39,1,0,0
2007,REG+POST,00-0023482,NYJ,M.Nugent,Mike Nugent,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkmkvk3wzzsdzgstz0ez",29,36,7,0,50,0.806,1,11,10,6,1,0,0,0,2,2,3,0,50;21;21;47;30;21;30;24;35;43;27;29;30;25;19;28;38;40;29;40;35;26;35;41;38;35;33;27;43,52;37;42;44;54;35;51,,940,315,0,23,24,0,1,0.958,3,38;51;43,2,1,0
2007,REG+POST,00-0023635,KC,,Dave Rayner,10,K,SPEC,,15,22,6,1,49,0.682,0,3,7,5,0,0,0,0,3,2,1,0,45;39;49;21;25;41;32;20;41;31;38;36;39;47;30,31;30;53;43;45;33,48,534,235,48,14,14,0,0,1,0,,,,
2007,REG+POST,00-0023853,ATL,M.Prater,Matt Prater,2,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",1,4,3,0,45,0.25,0,0,0,1,0,0,0,1,0,2,0,0,45,44;43;26,,45,113,0,1,1,0,0,1,0,,,,
2007,REG+POST,00-0024333,NE,S.Gostkowski,Stephen Gostkowski,19,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqi0psnge6kkglcspabo",22,26,4,0,45,0.846,0,10,9,3,0,0,0,0,2,2,0,0,22;24;24;31;36;20;25;45;22;36;34;23;21;38;42;28;26;34;37;45;37;35,41;32;48;35,,685,156,0,83,83,0,0,1,0,,,,
2007,REG+POST,00-0025547,KC,,Justin Medlock,1,K,SPEC,,1,2,1,0,27,0.5,0,1,0,0,0,0,0,0,1,0,0,0,27,30,,27,30,0,,0,,,,0,,,,
2007,REG+POST,00-0025565,DAL,N.Folk,Nick Folk,17,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvducq2x22jbvgaob4o1",27,32,4,1,53,0.844,0,10,8,7,2,0,0,1,0,0,3,0,31;26;28;47;30;44;47;29;37;53;38;23;45;22;44;46;27;26;51;25;33;23;42;23;37;30;34,50;51;50;28,23,941,179,23,55,55,0,0,1,2,53;34,2,0,0
2007,REG+POST,00-0025580,GB,M.Crosby,Mason Crosby,18,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",33,41,7,1,53,0.805,1,8,12,9,3,0,0,0,1,4,2,0,53;37;42;28;28;44;33;37;37;37;19;26;48;36;32;45;39;24;47;20;20;26;47;52;44;44;50;25;46;33;35;36;37,42;46;38;52;49;43;52,49,1207,322,49,56,56,0,0,1,1,42,1,0,0
2008,REG,00-0000108,PHI,,David Akers,16,K,SPEC,,33,40,4,3,51,0.825,2,11,11,7,2,0,0,0,0,2,2,0,23;34;44;22;31;31;24;31;23;19;38;25;28;36;18;39;24;42;39;29;42;27;42;41;51;34;24;34;34;22;40;50;41,50;47;50;40,54;32;34,1082,187,120,45,45,0,0,1,0,,,,
2008,REG,00-0001980,HOU,,Kris Brown,16,K,SPEC,,29,33,3,1,53,0.879,0,9,10,8,2,0,0,1,0,1,1,0,34;44;24;27;47;37;43;27;33;42;23;48;28;34;31;31;36;38;50;20;30;41;40;32;24;53;24;40;22,56;41;26,49,1003,123,49,37,37,0,0,1,1,40,1,0,0
2008,REG,00-0002655,NYG,,John Carney,15,K,SPEC,,35,38,1,2,51,0.921,0,15,14,5,1,0,0,0,0,1,0,0,24;25;47;39;33;24;46;26;22;29;33;35;21;48;26;35;25;24;27;26;28;33;27;33;31;38;39;34;47;32;35;51;30;42;20,48,35;47,1135,48,82,38,38,0,0,1,1,22,1,0,0
2008,REG,00-0004091,CLE,P.Dawson,Phil Dawson,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dypn7kf7fsaz30ey0ayc",30,36,6,0,56,0.833,0,10,12,5,3,0,0,0,2,1,3,0,34;31;38;38;25;29;28;26;37;32;20;42;23;54;24;52;33;40;33;43;22;56;32;32;34;25;47;41;39;27,51;54;39;34;44;53,,1037,275,0,18,18,0,0,1,3,38;56;53,2,1,0
2008,REG,00-0004811,ATL,,Jason Elam,16,K,SPEC,,29,31,2,0,50,0.935,0,11,7,10,1,0,0,0,1,0,1,0,50;25;32;27;24;27;33;44;44;42;41;29;48;32;41;48;48;22;27;46;36;23;35;40;23;26;34;22;39,33;51,,1008,84,0,42,42,0,0,1,2,48;34,2,0,0
2008,REG,00-0006223,NO,,Martin Gramatica,5,K,SPEC,,6,10,3,1,53,0.6,0,0,3,2,1,0,0,0,0,2,1,0,34;49;43;31;35;53,51;43;46,46,245,140,46,16,16,0,0,1,1,43,0,1,0
2008,REG,00-0006800,DET,,Jason Hanson,16,K,SPEC,,21,22,0,1,56,0.955,0,3,4,6,8,0,0,0,0,0,0,0,38;49;53;44;51;40;54;54;43;52;40;56;27;38;40;53;25;23;39;51;30,,33,900,0,33,25,26,0,1,0.962,0,,,,
2008,REG,00-0009028,CAR,,John Kasay,16,K,SPEC,,28,31,3,0,50,0.903,0,7,9,11,1,0,0,0,0,1,2,0,44;33;30;49;37;45;43;44;32;43;20;39;48;28;23;50;32;29;23;21;33;39;44;42;45;26;34;42,54;50;41,,1018,145,0,46,46,0,0,1,2,50;42,1,1,0
2008,REG,00-0010072,MIN,,Ryan Longwell,16,K,SPEC,,29,34,3,2,54,0.853,0,10,7,6,6,0,0,0,0,3,0,0,37;27;45;27;53;46;28;28;32;42;53;33;30;26;42;23;54;43;37;54;32;22;23;27;35;50;29;48;50,48;48;47,38;34,1076,143,72,40,40,0,0,1,3,30;26;50,3,0,0
2008,REG,00-0010373,SEA,,Olindo Mare,16,K,SPEC,,24,27,3,0,51,0.889,0,7,9,5,3,0,0,0,1,1,1,0,45;51;38;32;28;38;38;30;29;50;26;43;42;37;27;45;44;38;25;28;50;27;31;38,38;53;42,,880,133,0,30,30,0,0,1,2,32;27,2,0,0
2008,REG,00-0011970,SF,,Joe Nedney,16,K,SPEC,,29,33,4,0,53,0.879,0,9,10,8,2,0,0,0,0,3,1,0,39;30;26;28;28;40;25;47;49;38;32;37;53;29;40;42;40;41;23;22;35;50;32;38;23;28;48;33;39,41;43;53;48,,1035,185,0,34,34,0,0,1,2,40;39,2,0,0
2008,REG,00-0015784,BAL,,Matt Stover,16,K,SPEC,,27,33,5,1,47,0.818,0,11,11,5,0,0,0,0,0,4,1,0,21;33;20;38;37;47;28;38;30;41;32;22;38;44;42;27;21;32;28;26;28;26;29;37;35;32;41,47;48;45;50;48,32,873,238,32,41,41,0,0,1,0,,,,
2008,REG,00-0016919,IND,A.Vinatieri,Adam Vinatieri,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",20,25,4,1,52,0.8,0,3,11,4,2,0,0,0,2,2,0,0,39;34;47;46;37;52;36;40;39;32;31;23;38;51;30;31;45;28;21;38,30;49;46;30,45,738,155,45,43,43,0,0,1,3,47;52;51,3,0,0
2008,REG,00-0019310,BUF,,Rian Lindell,16,K,SPEC,,30,38,7,1,53,0.789,1,7,11,10,1,0,0,1,0,5,1,0,35;38;21;45;38;45;35;45;48;38;27;44;19;43;47;53;25;26;31;21;39;34;38;22;40;34;48;37;49;28,46;52;43;47;20;40;47,52,1093,295,52,34,34,0,0,1,2,38;47,1,1,0
2008,REG,00-0019536,CIN,,Shayne Graham,14,K,SPEC,,21,24,3,0,45,0.875,1,5,6,9,0,0,0,0,1,2,0,0,43;22;30;21;42;45;41;31;40;43;32;20;41;26;21;19;32;45;38;30;43,37;47;48,,705,132,0,15,15,0,0,1,1,47,0,1,0
2008,REG,00-0019646,LV,S.Janikowski,Sebastian Janikowski,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5zvm3ux5uvwxdfqwd0w",24,30,6,0,57,0.8,0,11,8,2,3,0,0,0,0,2,3,1,56;25;40;23;35;32;22;28;32;24;29;37;57;22;38;45;21;37;26;25;51;33;30;25,76;57;59;40;58;46,,793,336,0,25,26,0,1,0.962,1,57,1,0,0
2008,REG,00-0019676,ARI,,Neil Rackers,16,K,SPEC,,25,28,2,1,54,0.893,0,9,9,6,1,0,0,0,1,0,0,1,25;31;30;45;26;47;38;41;21;36;30;28;33;23;38;48;54;26;34;20;44;44;22;23;32,35;68,37,839,103,37,44,44,0,0,1,0,,,,
2008,REG,00-0019770,NYJ,,Jay Feely,15,K,SPEC,,24,28,4,0,55,0.857,0,9,9,4,2,0,0,0,3,1,0,0,21;32;20;30;38;43;40;52;37;26;20;31;22;49;46;55;22;34;20;30;30;31;20;28,31;44;36;37,,777,148,0,39,39,0,0,1,1,34,1,0,0
2008,REG,00-0019778,NYG,,Lawrence Tynes,1,K,SPEC,,1,1,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,19,,,19,0,0,3,3,0,0,1,0,,,,
2008,REG,00-0020578,TB,M.Bryant,Matt Bryant,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okrutwlsyxd3w2xtohun",32,38,6,0,49,0.842,0,12,15,5,0,0,0,0,0,3,3,0,37;33;33;35;21;23;36;24;33;31;37;49;27;27;36;36;41;25;43;34;39;26;29;26;48;38;23;37;20;38;49;29,51;47;51;46;40;53,,1063,288,0,35,36,0,1,0.972,3,21;34;37,3,0,0
2008,REG,00-0020737,PIT,,Jeff Reed,16,K,SPEC,,27,31,4,0,53,0.871,1,9,8,8,1,0,0,0,1,2,1,0,44;48;37;53;49;19;46;38;23;21;35;42;24;21;41;32;37;38;20;25;20;45;24;41;31;30;22,51;40;45;33,,906,169,0,36,37,1,0,0.973,2,46;32,2,0,0
2008,REG,00-0020962,TEN,,Rob Bironas,16,K,SPEC,,29,33,4,0,51,0.879,0,6,7,15,1,0,0,0,0,4,0,0,47;34;44;20;32;49;35;26;49;46;34;44;48;31;25;22;41;32;43;49;49;41;45;43;26;23;51;34;42,43;47;49;48,,1105,187,0,40,40,0,0,1,1,41,1,0,0
2008,REG,00-0021940,LA,,Josh Brown,16,K,SPEC,,31,36,5,0,54,0.861,0,8,7,10,6,0,0,0,0,3,2,0,46;54;54;43;29;51;25;44;49;52;35;20;44;25;37;24;48;44;43;23;51;33;38;51;36;48;43;38;22;31;27,51;54;48;40;42,,1208,235,0,19,19,0,0,1,2,49;25,2,0,0
2008,REG,00-0022737,LAC,,Nate Kaeding,16,K,SPEC,,27,32,3,2,57,0.844,0,13,10,3,1,0,0,0,0,3,0,0,27;34;21;28;36;49;28;47;34;25;35;23;33;24;31;34;26;22;35;47;28;20;39;32;28;57;28,47;44;42,44;43,871,133,87,46,46,0,0,1,0,,,,
2008,REG,00-0022874,JAX,,Josh Scobee,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7c7yefpjtfv41lcvhum",19,25,5,1,53,0.76,0,7,3,5,4,0,0,0,2,2,1,0,27;28;50;39;26;21;51;46;40;37;48;53;52;26;34;21;29;42;44,37;46;38;43;51,38,714,215,38,33,33,0,0,1,2,51;37,2,0,0
2008,REG,00-0023001,WAS,,Shaun Suisham,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyx61i2zefrmgr91rrvd",26,36,10,0,50,0.722,0,7,7,11,1,0,0,0,2,5,3,0,22;36;35;48;20;33;33;29;41;48;50;38;25;47;45;42;44;43;41;26;22;43;23;36;33;41,49;30;52;36;50;46;43;42;48;54,,944,450,0,25,25,0,0,1,1,22,1,0,0
2008,REG,00-0023096,KC,N.Novak,Nick Novak,4,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gdjujo9q9eniokxlygke",6,10,4,0,43,0.6,0,3,1,2,0,0,0,0,2,1,1,0,40;23;21;43;33;26,32;48;39;50,,186,169,0,7,7,0,0,1,0,,,,
2008,REG,00-0023252,CHI,R.Gould,Robbie Gould,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uakpiwhnutg2rvoyrmgh",26,29,1,2,48,0.897,0,6,12,8,0,0,0,0,0,1,0,0,41;25;26;40;43;28;41;37;45;36;32;26;48;36;41;35;43;38;22;36;35;28;35;31;38;37,49,42;48,923,49,90,41,41,0,0,1,2,35;38,2,0,0
2008,REG,00-0023482,NYJ,M.Nugent,Mike Nugent,1,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkmkvk3wzzsdzgstz0ez",0,1,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,32,,0,32,0,2,2,0,0,1,0,,,,
2008,REG,00-0023635,CIN,,Dave Rayner,2,K,SPEC,,1,1,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,26,,,26,0,0,3,3,0,0,1,0,,,,
2008,REG,00-0023853,DEN,M.Prater,Matt Prater,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",25,34,9,0,56,0.735,0,7,8,5,5,0,0,1,1,6,1,0,26;43;52;27;34;56;51;22;33;55;40;27;39;50;35;30;20;44;25;35;33;43;23;30;43,28;49;38;49;47;43;48;47;54,,916,403,0,39,40,1,0,0.975,0,,,,
2008,REG,00-0024333,NE,S.Gostkowski,Stephen Gostkowski,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqi0psnge6kkglcspabo",36,40,4,0,50,0.9,0,10,16,9,1,0,0,2,0,2,0,0,37;21;37;28;27;37;44;35;40;49;47;31;40;30;27;41;29;35;25;32;37;42;31;47;30;30;29;50;42;27;38;35;24;30;33;23,48;49;27;26,,1240,150,0,40,40,0,0,1,0,,,,
2008,REG,00-0025565,DAL,N.Folk,Nick Folk,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvducq2x22jbvgaob4o1",20,22,2,0,52,0.909,0,1,7,10,2,0,0,0,1,1,0,0,51;47;25;39;36;30;52;38;45;48;41;47;42;41;42;44;33;35;37;42,37;46,,815,83,0,42,42,0,0,1,0,,,,
2008,REG,00-0025580,GB,M.Crosby,Mason Crosby,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",27,34,5,2,53,0.794,1,8,10,5,3,0,0,0,1,1,2,1,42;25;39;36;38;33;50;29;51;31;29;23;25;38;47;40;53;33;45;32;44;19;22;23;38;28;36,53;36;52;46;69,33;38,949,256,71,46,46,0,0,1,3,52;19;38,1,1,1
2008,REG,00-0025824,NO,,Garrett Hartley,8,K,SPEC,,13,13,0,0,47,1,0,5,4,4,0,0,0,0,0,0,0,0,24;44;30;23;35;30;47;43;26;46;25;30;21,,,424,0,0,28,28,0,0,1,0,,,,
2008,REG,00-0025944,BAL,S.Hauschka,Stephen Hauschka,2,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dx2dsdejdbqrjltnkstm",1,2,1,0,54,0.5,0,0,0,0,1,0,0,0,0,0,1,0,54,53,,54,53,0,,0,,,,0,,,,
2008,REG,00-0026003,MIA,,Dan Carpenter,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/am7wdsrscuceakss8gtt",21,25,3,1,50,0.84,0,4,7,9,1,0,0,0,0,3,0,0,32;39;47;21;26;43;45;35;45;47;23;41;38;37;47;42;50;35;27;34;48,42;48;49,46,802,139,46,40,40,0,0,1,1,38,1,0,0
