season,season_type,player_id,team,player_name,player_display_name,games,position,position_group,headshot_url,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_att,gwfg_distance_list,gwfg_made,gwfg_missed,gwfg_blocked
2011,POST,00-0006800,DET,,Jason Hanson,1,K,SPEC,,,0,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,1,0,,,,
2011,POST,00-0009028,NO,,John Kasay,2,K,SPEC,,2,2,0,0,48,1,0,1,0,1,0,0,0,0,0,0,0,0,24;48,,,72,0,0,9,9,0,0,1,0,,,,
2011,POST,00-0019676,HOU,,Neil Rackers,2,K,SPEC,,3,4,1,0,40,0.75,0,0,2,1,0,0,0,0,0,0,1,0,39;40;33,50,,112,50,0,5,5,0,0,1,0,,,,
2011,POST,00-0019778,NYG,,Lawrence Tynes,4,K,SPEC,,8,10,1,1,38,0.8,0,2,6,0,0,0,0,0,1,0,0,0,22;31;23;35;31;31;38;33,32,40,244,32,40,10,10,0,0,1,1,31,1,0,0
2011,POST,00-0020972,BAL,,Billy Cundiff,2,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/waqo64awyli6ahwmumqs",4,5,1,0,48,0.8,0,1,1,2,0,0,0,0,1,0,0,0,48;44;20;39,32,,151,32,0,4,4,0,0,1,0,,,,
2011,POST,00-0023001,PIT,,Shaun Suisham,1,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyx61i2zefrmgr91rrvd",3,3,0,0,45,1,0,0,2,1,0,0,0,0,0,0,0,0,45;38;37,,,120,0,0,2,2,0,0,1,0,,,,
2011,POST,00-0023482,CIN,M.Nugent,Mike Nugent,1,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkmkvk3wzzsdzgstz0ez",1,2,1,0,37,0.5,0,0,1,0,0,0,0,0,0,0,1,0,37,50,,37,50,0,1,1,0,0,1,0,,,,
2011,POST,00-0023853,DEN,M.Prater,Matt Prater,2,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",4,4,0,0,41,1,0,2,1,1,0,0,0,0,0,0,0,0,20;28;35;41,,,124,0,0,3,3,0,0,1,0,,,,
2011,POST,00-0024333,NE,S.Gostkowski,Stephen Gostkowski,3,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqi0psnge6kkglcspabo",5,5,0,0,35,1,0,4,1,0,0,0,0,0,0,0,0,0,20;29;35;24;29,,,137,0,0,10,10,0,0,1,0,,,,
2011,POST,00-0025580,GB,M.Crosby,Mason Crosby,1,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,47;35,,,82,0,0,2,2,0,0,1,0,,,,
2011,REG+POST,00-0000108,SF,,David Akers,18,K,SPEC,,48,56,5,3,55,0.857,2,18,14,7,7,0,0,0,0,3,2,0,27;24;31;18;55;23;53;37;37;27;55;31;37;29;26;52;34;45;20;36;52;39;28;22;43;29;45;52;36;19;28;34;46;22;27;22;22;38;53;29;44;39;36;42;25;41;37;25,44;49;50;52;48,45;46;30,1672,243,121,39,39,0,0,1,1,39,1,0,0
2011,REG+POST,00-0004091,CLE,P.Dawson,Phil Dawson,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dypn7kf7fsaz30ey0ayc",24,29,3,2,54,0.828,0,7,3,7,7,0,0,1,1,0,1,0,20;20;23;30;48;51;47;52;53;52;50;51;44;32;43;27;32;54;21;20;44;26;45;49,22;38;55,48;24,934,115,72,20,20,0,0,1,1,22,0,1,0
2011,REG+POST,00-0006800,DET,,Jason Hanson,17,K,SPEC,,24,29,4,1,51,0.828,0,9,8,2,5,0,0,0,1,1,2,0,23;28;51;28;28;50;40;32;33;51;31;25;24;43;38;29;50;29;35;31;30;26;50;30,52;47;55;39,42,835,193,42,58,58,0,0,1,1,32,1,0,0
2011,REG+POST,00-0009028,NO,,John Kasay,18,K,SPEC,,30,36,6,0,53,0.833,0,12,10,6,2,0,0,0,0,3,3,0,30;38;31;29;53;35;38;39;21;23;46;37;33;24;23;47;21;34;52;48;44;26;39;25;29;22;29;43;24;48,53;50;49;42;40;50,,1031,284,0,72,72,0,0,1,1,26,1,0,0
2011,REG+POST,00-0010072,MIN,,Ryan Longwell,16,K,SPEC,,22,28,5,1,53,0.786,0,7,7,6,2,0,0,0,1,3,1,0,33;22;29;33;41;49;33;26;53;37;52;46;31;40;25;39;44;49;36;23;26;26,43;38;45;52;49,48,793,227,48,38,39,1,0,0.974,2,31;39,2,0,0
2011,REG+POST,00-0010373,CAR,,Olindo Mare,16,K,SPEC,,22,28,4,2,45,0.786,1,7,6,8,0,0,0,0,2,0,2,0,20;33;21;35;32;29;39;38;42;20;45;45;40;29;27;31;40;41;43;21;19;41,52;31;50;36,34;45,731,169,79,44,45,0,1,0.978,0,,,,
2011,REG+POST,00-0016919,IND,A.Vinatieri,Adam Vinatieri,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",23,27,3,1,53,0.852,0,7,6,8,2,0,0,0,1,2,0,0,39;27;52;36;21;25;45;53;46;22;42;43;31;31;22;47;40;23;32;47;31;48;20,37;43;42,52,823,122,52,24,24,0,0,1,0,,,,
2011,REG+POST,00-0019310,BUF,,Rian Lindell,8,K,SPEC,,13,15,1,1,49,0.867,0,6,2,5,0,0,0,0,0,1,0,0,29;38;25;42;28;43;23;25;49;37;44;41;24,44,39,448,44,39,25,25,0,0,1,1,28,1,0,0
2011,REG+POST,00-0019536,BAL,,Shayne Graham,1,K,SPEC,,2,2,0,0,48,1,0,0,0,2,0,0,0,0,0,0,0,0,48;43,,,91,0,0,2,2,0,0,1,0,,,,
2011,REG+POST,00-0019536,MIA,,Shayne Graham,2,K,SPEC,,4,5,1,0,28,0.8,0,4,0,0,0,0,0,0,0,1,0,0,26;28;27;23,47,,104,47,0,6,6,0,0,1,1,23,1,0,0
2011,REG+POST,00-0019646,LV,S.Janikowski,Sebastian Janikowski,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5zvm3ux5uvwxdfqwd0w",31,35,2,2,63,0.886,1,8,5,10,6,1,0,0,0,0,2,0,37;21;63;54;49;28;26;54;55;50;42;48;48;23;29;26;40;47;42;19;37;44;46;51;28;31;36;52;43;27;32,56;59,49;65,1228,115,114,36,36,0,0,1,2,65;36,1,0,1
2011,REG+POST,00-0019676,HOU,,Neil Rackers,18,K,SPEC,,35,42,7,0,54,0.833,0,14,12,5,4,0,0,0,1,4,2,0,25;29;23;22;36;22;27;27;36;25;54;40;32;29;39;28;21;50;22;53;33;43;46;33;26;34;44;35;31;52;37;22;39;40;33,41;46;37;54;47;49;50,,1188,324,0,44,45,0,1,0.978,0,,,,
2011,REG+POST,00-0019770,ARI,,Jay Feely,16,K,SPEC,,19,24,5,0,51,0.792,0,9,4,5,1,0,0,0,2,2,1,0,44;27;27;51;32;45;27;38;29;37;22;48;23;33;22;29;41;43;28,36;51;49;35;43,,646,214,0,33,33,0,0,1,3,22;22;28,3,0,0
2011,REG+POST,00-0019778,NYG,,Lawrence Tynes,20,K,SPEC,,27,34,4,3,50,0.794,0,14,9,3,1,0,0,0,1,2,0,1,30;26;26;23;25;29;22;23;25;48;42;38;50;23;26;40;21;36;28;22;31;23;35;31;31;38;33,61;44;40;32,38;50;40,825,177,128,53,53,0,0,1,2,23;31,2,0,0
2011,REG+POST,00-0020578,ATL,M.Bryant,Matt Bryant,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okrutwlsyxd3w2xtohun",27,29,2,0,51,0.931,2,9,9,5,2,0,0,0,0,2,0,0,48;25;26;33;47;50;42;24;23;47;40;20;36;29;27;19;33;24;37;19;30;33;31;34;51;30;20,41;46,,878,87,0,45,45,0,0,1,0,,,,
2011,REG+POST,00-0020962,TEN,,Rob Bironas,16,K,SPEC,,29,32,3,0,53,0.906,0,5,9,9,6,0,0,0,1,1,0,1,25;43;39;33;46;39;29;51;50;43;38;36;49;46;31;52;38;48;27;44;43;53;21;51;51;35;21;43;33,66;34;42,,1158,142,0,34,34,0,0,1,0,,,,
2011,REG+POST,00-0020972,BAL,,Billy Cundiff,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/waqo64awyli6ahwmumqs",32,42,10,0,51,0.762,1,10,11,9,1,0,0,0,3,2,5,0,29;30;41;29;21;31;38;38;38;43;48;25;33;40;26;47;25;18;43;51;35;22;39;23;39;21;36;42;48;44;20;39,51;51;52;40;50;52;34;41;36;32,,1102,439,0,42,42,0,0,1,1,25,1,0,0
2011,REG+POST,00-0021940,LA,,Josh Brown,15,K,SPEC,,21,28,6,1,49,0.75,0,7,6,8,0,0,0,0,1,3,2,0,49;23;21;25;27;32;36;38;48;37;41;29;34;35;48;46;29;26;43;49;48,47;47;50;45;52;33,42,764,274,42,18,18,0,0,1,1,34,1,0,0
2011,REG+POST,00-0022017,LAC,,Mike Scifres,1,P,SPEC,,1,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,40,,,40,0,0,3,3,0,0,1,0,,,,
2011,REG+POST,00-0022874,JAX,,Josh Scobee,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7c7yefpjtfv41lcvhum",23,25,2,0,55,0.92,1,5,5,7,5,0,0,0,0,1,1,0,48;21;45;55;53;31;19;20;46;45;54;54;22;51;44;42;21;35;39;25;32;47;39,45;55,,888,100,0,24,24,0,0,1,0,,,,
2011,REG+POST,00-0023001,PIT,,Shaun Suisham,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyx61i2zefrmgr91rrvd",26,34,7,1,51,0.765,2,8,8,7,1,0,0,0,1,5,1,0,20;48;44;38;26;19;21;41;42;39;33;21;23;36;30;39;21;49;51;21;49;19;29;45;38;37,41;36;46;44;50;48;45,30,879,310,30,38,38,0,0,1,1,38,1,0,0
2011,REG+POST,00-0023096,LAC,N.Novak,Nick Novak,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gdjujo9q9eniokxlygke",27,34,7,0,53,0.794,0,11,4,8,4,0,0,0,1,3,3,0,35;41;27;48;23;38;24;32;28;51;35;44;44;42;26;52;20;28;48;53;25;29;47;45;28;22;51,52;46;55;48;53;37;44,,986,335,0,41,42,0,1,0.976,1,53,0,1,0
2011,REG+POST,00-0023252,CHI,R.Gould,Robbie Gould,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uakpiwhnutg2rvoyrmgh",28,32,4,0,57,0.875,0,10,6,6,6,0,0,0,0,4,0,0,41;23;26;42;38;25;20;24;44;49;51;26;22;25;51;38;22;43;35;50;42;50;53;32;57;35;30;27,41;43;41;49,,1021,174,0,37,37,0,0,1,0,,,,
2011,REG+POST,00-0023482,CIN,M.Nugent,Mike Nugent,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkmkvk3wzzsdzgstz0ez",34,40,5,1,49,0.85,0,14,6,14,0,0,0,0,2,2,1,0,24;47;45;37;23;22;23;31;21;43;47;20;43;34;48;36;43;27;23;40;26;22;47;49;28;21;41;24;41;32;46;46;23;37,43;35;48;36;50,33,1160,212,33,34,35,1,0,0.971,3,23;43;26,3,0,0
2011,REG+POST,00-0023635,BUF,,Dave Rayner,7,K,SPEC,,10,15,5,0,56,0.667,0,5,3,0,2,0,0,1,1,1,2,0,30;56;53;27;37;34;28;25;25;29,52;53;26;45;31,,344,207,0,13,13,0,0,1,0,,,,
2011,REG+POST,00-0023853,DEN,M.Prater,Matt Prater,18,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",23,29,5,1,59,0.793,0,7,9,4,3,0,0,0,0,4,1,0,28;30;34;27;35;52;39;43;38;37;41;24;37;46;23;59;51;26;38;20;28;35;41,56;49;43;43;41,28,832,232,28,33,33,0,0,1,4,52;37;23;51,4,0,0
2011,REG+POST,00-0024333,NE,S.Gostkowski,Stephen Gostkowski,19,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqi0psnge6kkglcspabo",33,38,5,0,50,0.868,1,16,6,9,1,0,0,1,1,2,1,0,20;22;47;23;44;44;24;28;31;26;46;32;45;50;36;27;21;19;45;39;23;24;21;34;45;42;47;20;20;29;35;24;29,48;42;27;39;51,,1062,207,0,69,69,0,0,1,0,,,,
2011,REG+POST,00-0025565,NYJ,N.Folk,Nick Folk,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvducq2x22jbvgaob4o1",19,25,6,0,51,0.76,0,5,6,5,3,0,0,1,0,2,2,1,34;50;38;45;23;21;40;28;35;30;49;50;21;45;45;51;39;28;31,50;24;52;61;40;44,,703,271,0,44,44,0,0,1,1,50,1,0,0
2011,REG+POST,00-0025580,GB,M.Crosby,Mason Crosby,17,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",26,30,4,0,58,0.867,1,4,15,4,2,0,0,1,0,2,1,0,37;19;34;37;28;32;35;56;30;32;39;45;24;58;47;25;35;32;31;34;38;49;33;22;47;35,29;43;54;47,,934,173,0,70,71,0,1,0.986,1,31,1,0,0
2011,REG+POST,00-0025944,SEA,S.Hauschka,Stephen Hauschka,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dx2dsdejdbqrjltnkstm",25,30,3,2,52,0.833,2,5,9,7,2,0,0,0,1,0,1,1,39;30;52;51;43;20;47;25;45;32;22;38;39;35;30;19;36;49;42;23;48;33;19;43;26,61;51;38,41;24,886,150,65,34,34,0,0,1,1,61,0,1,0
2011,REG+POST,00-0026003,MIA,,Dan Carpenter,14,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/am7wdsrscuceakss8gtt",29,34,4,1,58,0.853,0,10,6,11,2,0,0,0,1,1,2,0,20;42;34;23;41;38;41;37;51;23;21;38;36;43;40;42;21;28;48;33;22;20;26;26;47;44;58;40;44,34;51;49;55,22,1027,189,22,26,26,0,0,1,0,,,,
2011,REG+POST,00-0026138,TB,C.Barth,Connor Barth,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hj8zrenu5dej3rvuzyba",26,28,2,0,55,0.929,0,5,6,13,2,0,0,0,0,1,1,0,38;31;36;49;26;28;46;24;48;42;42;38;33;40;48;25;55;23;32;43;50;47;46;44;42;41,46;55,,1017,101,0,23,23,0,0,1,0,,,,
2011,REG+POST,00-0026375,BUF,,Brandon Coutu,1,K,SPEC,,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,45,,0,45,0,3,3,0,0,1,0,,,,
2011,REG+POST,00-0026858,WAS,G.Gano,Graham Gano,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sarpl2zavybbmmowpkwz",31,41,5,5,59,0.756,0,14,5,8,4,0,0,0,1,2,2,0,26;23;34;46;27;50;38;50;26;31;49;59;26;47;23;40;25;33;23;46;43;24;25;36;43;25;26;53;25;47;27,39;50;49;49;52,30;36;49;23;36,1096,239,174,25,26,0,1,0.962,2,34;52,1,1,0
2011,REG+POST,00-0026968,KC,R.Succop,Ryan Succop,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbdymbap2wadw2jbey6w",24,30,4,2,54,0.8,1,7,6,7,3,0,0,0,1,3,0,0,33;33;40;24;51;54;22;36;47;30;43;32;26;41;49;40;21;53;19;32;46;20;23;20,49;44;38;44,49;49,835,175,98,20,20,0,0,1,3,30;43;49,2,0,1
2011,REG+POST,00-0028058,PHI,,Alex Henery,16,K,SPEC,,24,27,3,0,51,0.889,0,10,9,4,1,0,0,0,2,0,0,1,34;22;21;38;21;32;32;33;35;28;24;23;26;47;36;33;43;22;40;28;43;51;35;20,63;39;33,,767,135,0,46,46,0,0,1,0,,,,
2011,REG+POST,00-0028660,DAL,D.Bailey,Dan Bailey,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edvfxmstx8ok643vpmht",32,37,4,1,51,0.865,1,8,11,10,2,0,0,1,0,1,2,0,34;48;19;41;27;32;41;23;40;41;35;23;48;22;26;30;51;20;20;42;45;36;31;37;39;32;28;50;37;49;49;30,21;53;49;52,47,1126,175,47,39,39,0,0,1,5,19;40;39;28;49,4,1,0
2013,REG,00-0000108,DET,,David Akers,16,K,SPEC,,19,24,3,2,53,0.792,1,5,6,4,3,0,0,0,1,2,0,0,33;42;32;28;23;31;41;43;53;51;36;20;35;19;27;40;37;25;53,47;45;31,47;34,669,123,81,42,43,0,1,0.977,0,,,,
2013,REG,00-0004091,SF,P.Dawson,Phil Dawson,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dypn7kf7fsaz30ey0ayc",32,36,4,0,56,0.889,0,12,6,10,4,0,0,1,0,1,1,1,27;33;21;38;24;35;26;44;44;53;43;25;55;29;29;49;32;43;24;23;48;52;22;47;43;21;35;49;30;27;56;40,48;53;71;24,,1167,196,0,44,44,0,0,1,2,22;40,2,0,0
2013,REG,00-0016919,IND,A.Vinatieri,Adam Vinatieri,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/imfj1hl4kob4jof8hcwa",35,40,4,1,52,0.875,0,6,10,15,4,0,0,0,1,1,2,0,30;38;43;41;22;46;28;41;49;30;50;51;27;52;42;30;35;48;30;50;27;47;48;45;37;49;37;43;40;46;45;30;23;26;39,52;51;44;34,42,1365,181,42,34,34,0,0,1,1,38,1,0,0
2013,REG,00-0019310,TB,,Rian Lindell,16,K,SPEC,,23,29,6,0,54,0.793,0,3,12,4,4,0,0,0,2,2,2,0,37;30;50;38;27;36;41;35;47;48;33;24;35;30;46;38;27;53;53;32;35;32;54,47;38;55;35;50;48,,881,273,0,31,31,0,0,1,1,30,1,0,0
2013,REG,00-0019536,NO,,Shayne Graham,2,K,SPEC,,2,2,0,0,40,1,0,1,0,1,0,0,0,0,0,0,0,0,40;24,,,64,0,0,7,7,0,0,1,0,,,,
2013,REG,00-0019646,LV,S.Janikowski,Sebastian Janikowski,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5zvm3ux5uvwxdfqwd0w",21,30,9,0,53,0.7,0,6,4,8,3,0,0,0,2,3,4,0,38;46;30;29;29;47;50;24;53;33;24;52;48;24;42;45;41;40;34;20;42,48;35;52;51;54;32;48;52;42,,791,414,0,37,37,0,0,1,0,,,,
2013,REG,00-0019770,ARI,,Jay Feely,16,K,SPEC,,30,36,5,1,52,0.833,0,9,7,11,3,0,0,1,1,1,2,0,30;47;23;43;33;42;27;42;50;49;52;22;39;38;35;21;21;32;48;50;21;25;25;47;41;39;46;26;49;43,50;50;25;37;43,28,1106,205,28,37,37,0,0,1,2,27;41,2,0,0
2013,REG,00-0020578,ATL,M.Bryant,Matt Bryant,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/okrutwlsyxd3w2xtohun",24,27,3,0,53,0.889,0,9,7,5,3,0,0,0,1,0,2,0,23;38;52;20;33;23;45;25;23;24;30;28;53;46;49;39;24;49;36;20;51;35;42;37,35;52;52,,845,139,0,39,39,0,0,1,2,36;52,1,1,0
2013,REG,00-0020962,TEN,,Rob Bironas,16,K,SPEC,,25,29,4,0,55,0.862,0,10,8,5,2,0,0,0,1,2,1,0,26;44;27;47;20;37;26;22;38;25;31;39;37;25;38;33;22;23;45;24;45;52;42;55;37,48;43;32;50,,860,173,0,41,41,0,0,1,0,,,,
2013,REG,00-0020972,CLE,,Billy Cundiff,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/waqo64awyli6ahwmumqs",21,26,4,1,51,0.808,0,7,5,7,2,0,0,0,1,1,2,0,39;21;51;38;51;30;24;44;40;46;44;44;22;20;28;49;43;37;35;27;21,37;46;53;58,49,754,194,49,32,32,0,0,1,1,58,0,1,0
2013,REG,00-0021940,NYG,,Josh Brown,15,K,SPEC,,23,26,3,0,52,0.885,0,8,7,7,1,0,0,0,1,1,1,0,20;36;24;41;35;23;36;40;44;33;46;27;23;40;28;21;23;39;41;52;45;34;38,38;44;50,,789,132,0,31,31,0,0,1,1,45,1,0,0
2013,REG,00-0022874,JAX,,Josh Scobee,15,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7c7yefpjtfv41lcvhum",23,25,1,1,55,0.92,0,3,12,4,4,0,0,0,0,0,0,1,27;33;53;48;34;50;30;30;23;38;32;44;30;53;44;36;25;40;39;32;55;36;37,60,49,869,60,49,22,23,0,1,0.957,1,60,0,1,0
2013,REG,00-0023001,PIT,,Shaun Suisham,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyx61i2zefrmgr91rrvd",30,32,2,0,48,0.938,0,9,13,8,0,0,0,0,2,0,0,0,44;27;36;44;26;28;46;33;48;32;34;28;38;42;47;30;36;37;23;25;34;21;47;32;25;45;26;31;30;32,34;32,,1027,66,0,39,39,0,0,1,1,42,1,0,0
2013,REG,00-0023096,LAC,N.Novak,Nick Novak,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gdjujo9q9eniokxlygke",34,37,1,2,50,0.919,1,9,13,9,2,0,0,0,1,0,0,0,49;44;33;46;44;36;42;23;35;31;33;34;50;20;19;26;40;27;50;29;30;30;48;36;27;43;38;35;27;48;28;33;22;36,37,38;37,1192,37,75,42,42,0,0,1,2,46;36,2,0,0
2013,REG,00-0023252,CHI,R.Gould,Robbie Gould,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uakpiwhnutg2rvoyrmgh",26,29,3,0,58,0.897,0,11,6,6,3,0,0,0,1,1,0,1,58;20;47;32;34;28;25;27;40;52;47;49;24;27;25;32;20;46;38;30;40;27;34;23;23;50,34;66;47,,898,147,0,45,46,0,1,0.978,2,38;47,1,1,0
2013,REG,00-0023482,CIN,M.Nugent,Mike Nugent,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkmkvk3wzzsdzgstz0ez",18,22,4,0,54,0.818,0,2,6,7,3,0,0,0,1,2,1,0,41;25;25;43;39;50;46;43;48;54;31;54;32;41;38;46;39;38,52;34;47;42,,733,175,0,52,53,0,1,0.981,3,43;54;54,3,0,0
2013,REG,00-0023853,DEN,M.Prater,Matt Prater,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mwlrdghrm5chsum2kzic",25,26,1,0,64,0.962,2,4,5,8,5,1,0,0,0,0,1,0,42;47;53;41;40;53;48;50;28;31;47;19;54;36;27;25;64;19;32;42;32;25;44;34;54,52,,987,52,0,75,75,0,0,1,1,28,1,0,0
2013,REG,00-0024333,NE,S.Gostkowski,Stephen Gostkowski,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqi0psnge6kkglcspabo",38,41,3,0,54,0.927,1,8,13,11,5,0,0,0,0,2,1,0,48;33;35;21;30;53;46;33;48;22;49;42;19;35;54;23;39;44;34;48;20;32;42;26;31;31;53;53;33;50;22;23;45;42;43;35;29;35,43;55;48,,1401,146,0,44,44,0,0,1,3,35;31;53,3,0,0
2013,REG,00-0025565,NYJ,N.Folk,Nick Folk,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvducq2x22jbvgaob4o1",33,36,3,0,54,0.917,0,8,10,12,3,0,0,0,1,2,0,0,43;30;48;37;47;34;45;47;22;36;43;25;39;37;37;42;45;47;50;39;21;47;45;27;20;41;23;51;54;33;21;35;26,48;49;35,,1237,132,0,27,27,0,0,1,4,48;43;42;27,4,0,0
2013,REG,00-0025580,GB,M.Crosby,Mason Crosby,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usbwgcjsdcugjafgjzvt",33,37,4,0,57,0.892,1,13,8,6,5,0,0,0,0,2,2,0,28;41;19;26;26;52;31;42;45;45;31;50;31;26;30;20;45;30;23;26;35;24;57;27;20;54;40;33;25;57;22;33;27,44;52;53;42,,1121,191,0,42,42,0,0,1,1,20,1,0,0
2013,REG,00-0025824,NO,,Garrett Hartley,14,K,SPEC,,22,30,7,1,55,0.733,2,5,5,9,1,0,0,1,2,4,0,0,48;31;22;44;41;27;31;29;47;19;36;48;28;39;55;43;21;42;31;41;19;45,43;43;47;38;43;37;26,36,787,277,36,41,41,0,0,1,2,27;31,2,0,0
2013,REG,00-0025944,SEA,S.Hauschka,Stephen Hauschka,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dx2dsdejdbqrjltnkstm",33,35,1,1,53,0.943,0,10,9,11,3,0,0,1,0,0,0,0,27;40;30;37;21;48;39;45;42;36;41;46;31;29;51;42;36;27;39;43;44;53;50;26;26;20;31;49;44;24;27;28;35,24,48,1207,24,48,44,44,0,0,1,2,45;27,2,0,0
2013,REG,00-0026003,BUF,,Dan Carpenter,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/am7wdsrscuceakss8gtt",33,36,3,0,55,0.917,0,13,6,10,4,0,0,0,0,1,2,0,55;20;48;37;23;43;26;27;27;22;52;51;39;20;31;37;26;30;20;40;42;43;29;40;46;42;40;45;21;22;26;51;37,42;50;54,,1158,146,0,32,32,0,0,1,1,31,1,0,0
2013,REG,00-0026858,CAR,G.Gano,Graham Gano,16,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sarpl2zavybbmmowpkwz",24,27,2,1,55,0.889,0,9,4,5,6,0,0,0,0,2,0,0,27;25;39;53;22;51;37;31;50;29;55;20;53;43;52;46;23;22;45;24;35;22;40;40,48;49,35,884,97,35,42,42,0,0,1,1,53,1,0,0
2013,REG,00-0026968,KC,R.Succop,Ryan Succop,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbdymbap2wadw2jbey6w",22,28,5,1,51,0.786,0,6,9,6,1,0,0,0,1,2,2,0,40;33;31;34;38;51;29;24;33;48;33;22;42;35;40;27;41;39;20;25;33;46,51;52;34;47;41,57,764,225,57,52,52,0,0,1,0,,,,
2013,REG,00-0028058,PHI,,Alex Henery,15,K,SPEC,,23,28,5,0,51,0.821,0,8,7,7,1,0,0,0,1,3,0,1,48;25;48;32;29;35;25;40;27;29;36;41;24;31;25;41;24;32;35;51;33;49;47,46;48;46;60;39,,807,239,0,45,45,0,0,1,0,,,,
2013,REG,00-0028347,CLE,,Spencer Lanning,1,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fs56vzwpahenlqxrlt58",,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,,,,
2013,REG,00-0028660,DAL,D.Bailey,Dan Bailey,16,K,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edvfxmstx8ok643vpmht",28,30,2,0,53,0.933,2,2,8,10,6,0,0,0,1,0,1,0,30;38;45;51;30;53;19;43;48;30;38;53;53;44;41;44;37;35;19;47;23;43;50;50;25;44;43;36,35;56,,1112,91,0,47,47,0,0,1,1,35,1,0,0
