country,year,life_expectancy,gdp_per_capita,population
mys,1953,55.23,2778.0,6640041
mys,1954,55.88,2883.0,6837358
mys,1955,56.51,2832.0,7039719
mys,1956,57.14,2927.0,7246538
mys,1957,57.77,2835.0,7458898
mys,1958,58.39,2761.0,7679270
mys,1959,58.99,2873.0,7911036
mys,1960,59.59,3004.0,8157106
mys,1961,60.17,3132.0,8418460
mys,1962,60.74,3227.0,8692815
mys,1963,61.28,3298.0,8974084
mys,1964,61.8,3421.0,9253963
mys,1965,62.32,3579.0,9526563
mys,1966,62.8,3670.0,9789982
mys,1967,63.27,3646.0,10046172
mys,1968,63.72,3876.0,10297801
mys,1969,64.17,4009.0,10549226
mys,1970,64.6,4164.0,10803978
mys,1971,65.09,4373.0,11062338
mys,1972,65.6,4598.0,11324251
mys,1973,66.07,5148.0,11592698
mys,1974,66.51,5414.0,11871233
mys,1975,66.9,5341.0,12162369
mys,1976,67.36,5877.0,12468893
mys,1977,67.51,6220.0,12790546
mys,1978,68.13,6622.0,13123069
mys,1979,68.56,7007.0,13460201
mys,1980,68.92,7423.0,13798125
mys,1981,69.24,7772.0,14133840
mys,1982,69.57,8047.0,14470633
mys,1983,69.88,8347.0,14818617
mys,1984,70.2,8790.0,15191625
mys,1985,70.54,8493.0,15598942
mys,1986,70.84,8397.0,16045047
mys,1987,71.04,8641.0,16525108
mys,1988,71.21,9193.0,17027588
mys,1989,71.42,9837.0,17535971
mys,1990,71.66,10552.0,18038321
mys,1991,71.83,11252.0,18529454
mys,1992,71.99,11941.0,19012724
mys,1993,72.12,12798.0,19494967
mys,1994,72.22,13633.0,19986894
mys,1995,72.36,14601.0,20495597
mys,1996,72.53,15658.0,21023321
mys,1997,72.71,16383.0,21565325
mys,1998,72.83,14801.0,22113464
mys,1999,72.94,15333.0,22656286
mys,2000,73.12,16310.0,23185608
mys,2001,73.28,16039.0,23698907
mys,2002,73.38,16555.0,24198811
mys,2003,73.54,17166.0,24688703
mys,2004,73.74,17977.0,25174109
mys,2005,73.91,18577.0,25659393
mys,2006,74.06,19251.0,26143566
mys,2007,74.15,20685.0,26625845
mys,2008,74.25,20989.0,27111069
mys,2009,74.34,20092.0,27605383
mys,2010,74.46,21107.0,28112289
mys,2011,74.58,21819.0,28635128
mys,2012,74.72,22591.0,29170456
mys,2013,74.9,23224.0,29706724
mys,2014,75.1,24196.0,30228017
mys,2015,75.37,24989.0,30723155
mys,2016,75.61,25660.0,31187265
mys,2017,75.76,26417.0,31624264
mys,2018,75.91,27248.0,32042458
nam,1800,32.4,540.0,229000
nam,1801,32.4,540.0,229000
nam,1802,32.4,540.0,229000
nam,1803,32.4,540.0,229000
nam,1804,32.4,540.0,229000
nam,1805,32.4,541.0,229000
nam,1806,32.4,541.0,229000
nam,1807,32.4,541.0,229000
nam,1808,32.4,541.0,229000
nam,1809,32.4,541.0,229000
nam,1810,32.4,541.0,229000
nam,1811,32.4,541.0,229000
nam,1812,32.4,541.0,229000
nam,1813,32.4,541.0,229000
nam,1814,32.4,541.0,229000
nam,1815,32.4,541.0,229000
nam,1816,32.4,541.0,229000
nam,1817,32.4,542.0,229000
nam,1818,32.4,542.0,229000
nam,1819,32.4,542.0,229000
nam,1820,32.4,542.0,229000
nam,1821,32.4,550.0,229000
nam,1822,32.4,558.0,229000
nam,1823,32.4,567.0,229000
nam,1824,32.4,575.0,229000
nam,1825,32.4,584.0,229000
nam,1826,32.4,593.0,229000
nam,1827,32.4,601.0,229000
nam,1828,32.4,610.0,229000
nam,1829,32.4,620.0,229000
nam,1830,32.4,629.0,229000
nam,1831,32.4,638.0,229000
nam,1832,32.4,648.0,229000
nam,1833,32.4,658.0,229000
nam,1834,32.4,668.0,229000
nam,1835,32.4,678.0,229000
nam,1836,32.4,688.0,229000
nam,1837,32.4,698.0,229000
nam,1838,32.4,709.0,229000
nam,1839,32.4,719.0,229000
nam,1840,32.4,730.0,229000
nam,1841,32.4,741.0,229000
nam,1842,32.4,752.0,229000
nam,1843,32.4,764.0,229000
nam,1844,32.4,775.0,229000
nam,1845,32.4,787.0,229000
nam,1846,32.4,799.0,229000
nam,1847,32.4,811.0,229000
nam,1848,32.4,823.0,229000
nam,1849,32.4,835.0,229000
nam,1850,32.4,848.0,229000
nam,1851,32.4,860.0,229060
nam,1852,32.4,873.0,229120
nam,1853,32.4,887.0,229180
nam,1854,32.4,900.0,229240
nam,1855,32.4,913.0,229299
nam,1856,32.4,927.0,229359
nam,1857,32.4,941.0,229419
nam,1858,32.4,955.0,229479
nam,1859,32.4,970.0,229539
nam,1860,32.4,984.0,229599
nam,1861,32.4,999.0,229659
nam,1862,32.4,1014.0,229719
nam,1863,32.4,1029.0,229779
nam,1864,32.4,1045.0,229838
nam,1865,32.4,1060.0,229898
nam,1866,32.4,1076.0,229958
nam,1867,32.4,1092.0,230018
nam,1868,32.4,1109.0,230078
nam,1869,32.4,1126.0,230138
nam,1870,32.4,1142.0,230198
nam,1871,32.44,1160.0,230258
nam,1872,32.47,1177.0,230318
nam,1873,32.51,1195.0,230377
nam,1874,32.54,1213.0,230437
nam,1875,32.58,1231.0,230497
nam,1876,32.61,1250.0,230557
nam,1877,32.65,1268.0,230617
nam,1878,32.68,1287.0,230677
nam,1879,32.72,1307.0,230737
nam,1880,32.75,1326.0,230797
nam,1881,32.79,1346.0,230857
nam,1882,32.83,1367.0,230916
nam,1883,32.86,1387.0,230976
nam,1884,32.9,1408.0,231036
nam,1885,32.93,1429.0,231096
nam,1886,32.97,1451.0,231156
nam,1887,33.0,1472.0,231216
nam,1888,33.04,1495.0,231276
nam,1889,33.07,1517.0,231336
nam,1890,33.11,1540.0,231395
nam,1891,33.14,1563.0,231455
nam,1892,33.18,1586.0,231515
nam,1893,33.22,1610.0,231575
nam,1894,33.25,1635.0,231635
nam,1895,33.29,1659.0,231695
nam,1896,33.32,1684.0,231755
nam,1897,33.36,1709.0,231815
nam,1898,33.39,1735.0,231875
nam,1899,33.43,1761.0,231934
nam,1900,33.46,1788.0,231994
nam,1901,33.5,1814.0,232054
nam,1902,33.54,1842.0,232114
nam,1903,30.05,1869.0,232174
nam,1904,5.19,1898.0,232234
nam,1905,10.38,1926.0,232294
nam,1906,20.79,1955.0,232354
nam,1907,28.09,1984.0,232414
nam,1908,33.75,2014.0,232473
nam,1909,33.78,2045.0,232533
nam,1910,33.82,2075.0,232593
nam,1911,33.85,2106.0,232653
nam,1912,33.89,2138.0,232713
nam,1913,33.93,2170.0,232773
nam,1914,33.96,2203.0,232833
nam,1915,34.0,2236.0,232893
nam,1916,34.03,2270.0,232953
nam,1917,34.07,2304.0,233012
nam,1918,13.19,2338.0,232992
nam,1919,34.14,2374.0,232992
nam,1920,34.17,2409.0,232992
nam,1921,34.21,2447.0,234428
nam,1922,34.24,2486.0,237326
nam,1923,34.28,2525.0,241713
nam,1924,34.32,2564.0,246181
nam,1925,34.35,2605.0,250732
nam,1926,34.39,2646.0,255367
nam,1927,34.42,2687.0,260088
nam,1928,34.46,2729.0,264896
nam,1929,34.49,2772.0,269792
nam,1930,34.53,2816.0,274780
nam,1931,34.56,2860.0,279859
nam,1932,34.6,2905.0,285033
nam,1933,34.63,2950.0,290302
nam,1934,34.67,2996.0,295668
nam,1935,34.71,3043.0,301134
nam,1936,34.74,3091.0,306700
nam,1937,34.78,3139.0,312370
nam,1938,34.81,3188.0,318144
nam,1939,34.85,3238.0,324025
nam,1940,34.88,3289.0,330015
nam,1941,35.77,3340.0,336116
nam,1942,36.65,3393.0,342329
nam,1943,37.54,3446.0,348657
nam,1944,38.42,3499.0,355102
nam,1945,39.31,3554.0,361667
nam,1946,40.2,3610.0,375416
nam,1947,41.1,3666.0,397019
nam,1948,41.98,3723.0,427200
nam,1949,42.88,3781.0,459675
nam,1950,43.78,3840.0,485274
nam,1951,44.23,3871.0,494631
nam,1952,45.11,3902.0,504578
nam,1953,45.96,3960.0,515058
nam,1954,46.79,4087.0,526042
nam,1955,47.62,4122.0,537514
nam,1956,48.43,4176.0,549479
nam,1957,49.23,4234.0,561932
nam,1958,50.02,4248.0,574904
nam,1959,50.78,4385.0,588426
nam,1960,51.53,4683.0,602544
nam,1961,52.27,4619.0,617277
nam,1962,52.98,5142.0,632654
nam,1963,53.68,5518.0,648661
nam,1964,54.36,6256.0,665282
nam,1965,55.04,6511.0,682551
nam,1966,55.7,6592.0,700341
nam,1967,56.36,6167.0,718685
nam,1968,57.01,6062.0,737886
nam,1969,57.67,6114.0,758377
nam,1970,58.33,5983.0,780384
nam,1971,58.52,5974.0,804157
nam,1972,58.68,6108.0,829441
nam,1973,58.82,6138.0,855380
nam,1974,58.98,6184.0,880785
nam,1975,59.11,6024.0,904839
nam,1976,59.2,6126.0,927503
nam,1977,59.28,6340.0,949193
nam,1978,59.11,6621.0,970258
nam,1979,59.25,6706.0,991226
nam,1980,59.33,6826.0,1012672
nam,1981,59.6,6936.0,1034264
nam,1982,59.8,6873.0,1056366
nam,1983,60.23,6493.0,1081081
nam,1984,60.63,6222.0,1111132
nam,1985,60.87,6072.0,1148302
nam,1986,61.17,6079.0,1193592
nam,1987,61.51,6074.0,1245990
nam,1988,61.49,5963.0,1302741
nam,1989,61.56,6123.0,1359933
nam,1990,61.5,5719.0,1414692
nam,1991,61.66,5971.0,1465740
nam,1992,61.58,6197.0,1513721
nam,1993,61.42,5918.0,1559983
nam,1994,60.59,5846.0,1606718
nam,1995,59.91,5895.0,1655359
nam,1996,58.87,5901.0,1706489
nam,1997,57.71,5967.0,1758994
nam,1998,56.37,5987.0,1810566
nam,1999,55.03,6031.0,1858042
nam,2000,53.65,6106.0,1899257
nam,2001,52.89,6068.0,1933596
nam,2002,51.99,6266.0,1962147
nam,2003,51.48,6452.0,1986535
nam,2004,51.3,7162.0,2009228
nam,2005,51.65,7260.0,2032196
nam,2006,52.53,7684.0,2055734
nam,2007,54.06,8098.0,2079915
nam,2008,55.63,8208.0,2106375
nam,2009,57.18,8114.0,2137040
nam,2010,58.6,8461.0,2173170
nam,2011,60.09,8721.0,2215621
nam,2012,61.74,8967.0,2263934
nam,2013,62.73,9259.0,2316520
nam,2014,63.66,9631.0,2370992
nam,2015,64.29,9913.0,2425561
nam,2016,64.85,9812.0,2479713
nam,2017,65.32,10203.0,2533794
nam,2018,65.69,10549.0,2587801
ner,1800,30.8,446.0,1244861
ner,1801,30.8,446.0,1244861
ner,1802,30.8,446.0,1244861
ner,1803,30.8,446.0,1244861
ner,1804,30.8,446.0,1244861
ner,1805,30.8,446.0,1244861
ner,1806,30.8,446.0,1244861
ner,1807,30.8,447.0,1244861
ner,1808,30.8,447.0,1244861
ner,1809,30.8,447.0,1244861
ner,1810,30.8,447.0,1244861
ner,1811,30.8,447.0,1245173
ner,1812,30.8,447.0,1245798
ner,1813,30.8,447.0,1246738
ner,1814,30.8,447.0,1247995
ner,1815,30.8,447.0,1249570
ner,1816,30.8,447.0,1251465
ner,1817,30.8,447.0,1253682
ner,1818,30.8,447.0,1256222
ner,1819,30.8,447.0,1259087
ner,1820,30.8,447.0,1262280
ner,1821,30.8,450.0,1265800
ner,1822,30.8,452.0,1269651
ner,1823,30.8,454.0,1273834
ner,1824,30.8,456.0,1278350
ner,1825,30.8,458.0,1283203
ner,1826,30.8,461.0,1288392
ner,1827,30.8,463.0,1293920
ner,1828,30.8,465.0,1299789
ner,1829,30.8,467.0,1306001
ner,1830,30.8,470.0,1312557
ner,1831,30.8,472.0,1319460
ner,1832,30.8,474.0,1326398
ner,1833,30.8,476.0,1333373
ner,1834,30.8,479.0,1340385
ner,1835,30.8,481.0,1347434
ner,1836,30.8,483.0,1354520
ner,1837,30.8,486.0,1361643
ner,1838,30.8,488.0,1368803
ner,1839,30.8,490.0,1376001
ner,1840,30.8,493.0,1383237
ner,1841,30.8,495.0,1390511
ner,1842,30.8,497.0,1397823
ner,1843,30.8,500.0,1405174
ner,1844,30.8,502.0,1412563
ner,1845,30.8,505.0,1419992
ner,1846,30.8,507.0,1427459
ner,1847,30.8,510.0,1434966
ner,1848,30.8,512.0,1442512
ner,1849,30.8,515.0,1450097
ner,1850,30.8,517.0,1457723
ner,1851,30.8,520.0,1466076
ner,1852,30.8,522.0,1474476
ner,1853,30.8,525.0,1482924
ner,1854,30.8,527.0,1491421
ner,1855,30.8,530.0,1499965
ner,1856,30.8,532.0,1508559
ner,1857,30.8,535.0,1517201
ner,1858,30.8,537.0,1525892
ner,1859,30.8,540.0,1534633
ner,1860,30.8,543.0,1543423
ner,1861,30.8,545.0,1552264
ner,1862,30.8,548.0,1561155
ner,1863,30.8,551.0,1570096
ner,1864,30.8,553.0,1579089
ner,1865,30.8,556.0,1588132
ner,1866,30.8,559.0,1597227
ner,1867,30.8,561.0,1606374
ner,1868,30.8,564.0,1615572
ner,1869,30.8,567.0,1624823
ner,1870,30.8,569.0,1634127
ner,1871,30.86,572.0,1643483
ner,1872,30.92,575.0,1652893
ner,1873,30.99,578.0,1662204
ner,1874,31.05,581.0,1671720
ner,1875,31.11,583.0,1681290
ner,1876,31.17,586.0,1690915
ner,1877,31.23,589.0,1700454
ner,1878,31.3,592.0,1710188
ner,1879,31.36,595.0,1719977
ner,1880,31.42,598.0,1729822
ner,1881,31.48,601.0,1739595
ner,1882,31.54,603.0,1749551
ner,1883,31.61,606.0,1759564
ner,1884,31.67,609.0,1769520
ner,1885,31.73,612.0,1779647
ner,1886,31.79,615.0,1789831
ner,1887,31.85,618.0,1799974
ner,1888,31.92,621.0,1810273
ner,1889,31.98,624.0,1820631
ner,1890,32.04,627.0,1831048
ner,1891,32.1,630.0,1841524
ner,1892,32.16,633.0,1852060
ner,1893,32.23,636.0,1862656
ner,1894,32.29,639.0,1873311
ner,1895,32.35,643.0,1884028
ner,1896,32.41,646.0,1894805
ner,1897,32.47,649.0,1905644
ner,1898,32.54,652.0,1916544
ner,1899,32.6,655.0,1927506
ner,1900,32.66,658.0,1938530
ner,1901,32.72,661.0,1949617
ner,1902,32.78,665.0,1960677
ner,1903,32.85,668.0,1971890
ner,1904,32.91,671.0,1983167
ner,1905,32.97,674.0,1994507
ner,1906,33.03,678.0,2005912
ner,1907,33.09,681.0,2017253
ner,1908,33.16,684.0,2028787
ner,1909,33.22,687.0,2040387
ner,1910,33.28,691.0,2052052
ner,1911,33.34,694.0,2063746
ner,1912,33.4,697.0,2075545
ner,1913,33.47,701.0,2087410
ner,1914,33.53,706.0,2099343
ner,1915,33.59,710.0,2111344
ner,1916,33.65,715.0,2123412
ner,1917,33.71,720.0,2135550
ner,1918,13.06,725.0,2146454
ner,1919,33.84,730.0,2157742
ner,1920,33.9,735.0,2169089
ner,1921,33.96,741.0,2180495
ner,1922,34.03,748.0,2191962
ner,1923,34.09,754.0,2203489
ner,1924,34.15,761.0,2215076
ner,1925,34.21,768.0,2226725
ner,1926,34.27,774.0,2238434
ner,1927,34.34,781.0,2250206
ner,1928,34.4,788.0,2262039
ner,1929,34.46,795.0,2273934
ner,1930,34.52,802.0,2285892
ner,1931,34.58,809.0,2297913
ner,1932,34.65,816.0,2309997
ner,1933,34.71,823.0,2322144
ner,1934,34.77,830.0,2334356
ner,1935,34.83,837.0,2346632
ner,1936,34.89,844.0,2358972
ner,1937,34.96,852.0,2371377
ner,1938,35.02,859.0,2383847
ner,1939,35.08,866.0,2396383
ner,1940,35.14,874.0,2408985
ner,1941,35.2,881.0,2421653
ner,1942,35.27,889.0,2434388
ner,1943,35.33,897.0,2447190
ner,1944,35.39,904.0,2460059
ner,1945,35.45,912.0,2472995
ner,1946,36.46,920.0,2486000
ner,1947,37.46,928.0,2499073
ner,1948,38.47,936.0,2512215
ner,1949,39.48,944.0,2525426
ner,1950,40.5,952.0,2559703
ner,1951,40.59,973.0,2638137
ner,1952,40.71,994.0,2716818
ner,1953,40.84,1015.0,2795806
ner,1954,40.98,1036.0,2875274
ner,1955,41.12,1058.0,2955541
ner,1956,41.28,1079.0,3037059
ner,1957,41.45,1101.0,3120437
ner,1958,41.61,1123.0,3206360
ner,1959,41.79,1144.0,3295583
ner,1960,41.97,1196.0,3388764
ner,1961,42.14,1223.0,3486295
ner,1962,42.29,1327.0,3588156
ner,1963,42.44,1430.0,3693866
ner,1964,42.59,1407.0,3802640
ner,1965,42.73,1483.0,3913934
ner,1966,42.88,1437.0,4027758
ner,1967,43.02,1415.0,4144395
ner,1968,43.19,1398.0,4263745
ner,1969,43.39,1330.0,4385758
ner,1970,43.61,1343.0,4510479
ner,1971,43.19,1391.0,4637829
ner,1972,43.66,1292.0,4768078
ner,1973,43.46,1050.0,4902006
ner,1974,43.38,1118.0,5040656
ner,1975,43.24,1064.0,5184811
ner,1976,43.15,1048.0,5334918
ner,1977,43.14,1105.0,5490921
ner,1978,43.19,1225.0,5652355
ner,1979,43.47,1283.0,5818506
ner,1980,43.88,1314.0,5988904
ner,1981,43.69,1299.0,6164006
ner,1982,44.22,1253.0,6344382
ner,1983,44.37,1201.0,6529894
ner,1984,44.36,974.0,6720344
ner,1985,44.68,967.0,6915927
ner,1986,44.8,987.0,7116744
ner,1987,45.34,928.0,7323969
ner,1988,45.92,956.0,7540253
ner,1989,46.54,934.0,7768995
ner,1990,47.13,894.0,8012861
ner,1991,47.71,888.0,8272976
ner,1992,48.0,803.0,8549424
ner,1993,48.34,788.0,8842415
ner,1994,48.84,792.0,9151763
ner,1995,49.0,784.0,9477333
ner,1996,49.85,783.0,9819964
ner,1997,50.45,776.0,10180061
ner,1998,51.04,826.0,10556549
ner,1999,51.65,792.0,10947829
ner,2000,52.18,753.0,11352973
ner,2001,52.7,778.0,11771976
ner,2002,53.49,773.0,12206002
ner,2003,54.15,785.0,12656870
ner,2004,54.9,757.0,13127012
ner,2005,55.6,763.0,13618449
ner,2006,56.21,778.0,14132064
ner,2007,56.88,773.0,14668338
ner,2008,57.57,816.0,15228525
ner,2009,58.13,780.0,15813913
ner,2010,58.78,814.0,16425578
ner,2011,59.29,802.0,17064636
ner,2012,59.79,863.0,17731634
ner,2013,60.31,874.0,18426372
ner,2014,60.81,900.0,19148219
ner,2015,61.23,897.0,19896965
ner,2016,61.71,907.0,20672987
ner,2017,62.09,928.0,21477348
ner,2018,62.45,949.0,22311375
nga,1800,30.4,851.0,12100855
nga,1801,30.4,853.0,12100855
nga,1802,30.4,854.0,12100855
nga,1803,30.4,856.0,12100855
nga,1804,30.4,857.0,12100855
nga,1805,30.4,859.0,12100855
nga,1806,30.4,860.0,12100855
nga,1807,30.4,862.0,12100855
nga,1808,30.4,864.0,12100855
nga,1809,30.4,865.0,12100855
nga,1810,30.4,867.0,12100855
nga,1811,30.4,868.0,12103322
nga,1812,30.4,870.0,12108268
nga,1813,30.4,871.0,12115702
nga,1814,30.4,873.0,12125635
nga,1815,30.4,874.0,12138078
nga,1816,30.4,876.0,12153041
nga,1817,30.4,878.0,12170536
nga,1818,30.4,879.0,12190574
nga,1819,30.4,881.0,12213164
nga,1820,30.4,882.0,12238319
nga,1821,30.4,886.0,12266049
nga,1822,30.4,890.0,12296365
nga,1823,30.4,894.0,12329278
nga,1824,30.4,898.0,12364799
nga,1825,30.4,903.0,12402940
nga,1826,30.4,907.0,12443711
nga,1827,30.4,911.0,12487125
nga,1828,30.4,915.0,12533192
nga,1829,30.4,919.0,12581923
nga,1830,30.4,923.0,12633330
nga,1831,30.4,928.0,12687425
nga,1832,30.4,932.0,12741752
nga,1833,30.4,936.0,12796311
nga,1834,30.4,940.0,12851104
nga,1835,30.4,945.0,12906131
nga,1836,30.4,949.0,12961394
nga,1837,30.4,953.0,13016894
nga,1838,30.4,958.0,13072631
nga,1839,30.4,962.0,13128607
nga,1840,30.4,966.0,13184823
nga,1841,30.4,971.0,13241279
nga,1842,30.4,975.0,13297977
nga,1843,30.4,980.0,13354918
nga,1844,30.4,984.0,13412103
nga,1845,30.4,989.0,13469533
nga,1846,30.4,993.0,13527208
nga,1847,30.4,998.0,13585130
nga,1848,30.4,1002.0,13643301
nga,1849,30.4,1007.0,13701720
nga,1850,30.4,1011.0,13760390
nga,1851,30.4,1016.0,13820568
nga,1852,30.4,1020.0,13881008
nga,1853,30.4,1025.0,13941713
nga,1854,30.4,1030.0,14002683
nga,1855,30.4,1034.0,14063920
nga,1856,30.4,1039.0,14125424
nga,1857,30.4,1044.0,14187197
nga,1858,30.4,1049.0,14249240
nga,1859,30.4,1053.0,14311555
nga,1860,30.4,1058.0,14374142
nga,1861,30.4,1063.0,14437002
nga,1862,30.4,1068.0,14500137
nga,1863,30.4,1073.0,14563548
nga,1864,30.4,1078.0,14627237
nga,1865,30.4,1083.0,14691203
nga,1866,30.4,1088.0,14755450
nga,1867,30.4,1093.0,14819977
nga,1868,30.4,1097.0,14884786
nga,1869,30.4,1102.0,14949879
nga,1870,30.4,1108.0,15015256
nga,1871,30.51,1113.0,15080919
nga,1872,30.62,1118.0,15146868
nga,1873,30.72,1123.0,15212181
nga,1874,30.83,1128.0,15278705
nga,1875,30.94,1133.0,15345519
nga,1876,31.05,1138.0,15412625
nga,1877,31.15,1143.0,15479177
nga,1878,31.26,1149.0,15546868
nga,1879,31.37,1154.0,15614855
nga,1880,31.48,1159.0,15683139
nga,1881,31.58,1164.0,15750954
nga,1882,31.69,1170.0,15819833
nga,1883,31.8,1175.0,15889012
nga,1884,31.91,1180.0,15957815
nga,1885,32.01,1186.0,16027598
nga,1886,32.12,1191.0,16097686
nga,1887,32.23,1197.0,16167490
nga,1888,32.34,1202.0,16238189
nga,1889,32.45,1207.0,16309197
nga,1890,32.55,1213.0,16380516
nga,1891,32.66,1218.0,16452147
nga,1892,32.77,1224.0,16524090
nga,1893,32.88,1230.0,16596348
nga,1894,32.98,1235.0,16668922
nga,1895,33.09,1241.0,16741813
nga,1896,33.2,1246.0,16815023
nga,1897,33.31,1252.0,16888553
nga,1898,33.41,1258.0,16962404
nga,1899,33.52,1264.0,17036578
nga,1900,33.63,1269.0,17111076
nga,1901,33.74,1275.0,17185900
nga,1902,33.85,1281.0,17260525
nga,1903,33.95,1287.0,17336003
nga,1904,34.06,1293.0,17411809
nga,1905,34.17,1299.0,17487948
nga,1906,34.28,1304.0,17564419
nga,1907,34.38,1310.0,17640473
nga,1908,34.49,1316.0,17717610
nga,1909,34.6,1322.0,17795085
nga,1910,34.71,1328.0,17872899
nga,1911,34.81,1334.0,17950834
nga,1912,34.92,1341.0,18029328
nga,1913,35.03,1347.0,18108165
nga,1914,35.14,1371.0,18187347
nga,1915,35.24,1396.0,18266875
nga,1916,35.35,1422.0,18346751
nga,1917,35.46,1448.0,18426976
nga,1918,16.8,1475.0,18505321
nga,1919,35.68,1502.0,18584560
nga,1920,35.78,1529.0,18664137
nga,1921,35.89,1559.0,18734754
nga,1922,36.0,1590.0,18796347
nga,1923,36.11,1621.0,18848849
nga,1924,36.21,1653.0,18901499
nga,1925,36.32,1686.0,18954295
nga,1926,36.43,1719.0,19007239
nga,1927,36.54,1753.0,19060331
nga,1928,36.64,1787.0,19113572
nga,1929,36.75,1822.0,19166961
nga,1930,36.86,1858.0,19220499
nga,1931,36.97,1895.0,19490751
nga,1932,37.08,1932.0,19986228
nga,1933,37.18,1970.0,20715752
nga,1934,37.29,2009.0,21471905
nga,1935,37.4,2048.0,22255658
nga,1936,37.51,2088.0,23068020
nga,1937,37.61,2129.0,23910034
nga,1938,37.72,2171.0,24782782
nga,1939,37.83,2214.0,25687387
nga,1940,37.94,2257.0,26625011
nga,1941,38.04,2301.0,27596860
nga,1942,38.15,2346.0,28604182
nga,1943,38.26,2392.0,29648273
nga,1944,38.37,2439.0,30730475
nga,1945,38.47,2487.0,31852179
nga,1946,39.33,2535.0,33014826
nga,1947,40.18,2585.0,34219912
nga,1948,41.04,2635.0,35468984
nga,1949,41.9,2687.0,36763650
nga,1950,42.77,2739.0,37859744
nga,1951,43.1,2848.0,38423978
nga,1952,43.64,2976.0,39035145
nga,1953,44.21,2987.0,39685757
nga,1954,44.83,3147.0,40370373
nga,1955,45.47,3112.0,41085563
nga,1956,46.14,2981.0,41830031
nga,1957,46.84,2981.0,42604508
nga,1958,47.56,3097.0,43411475
nga,1959,48.29,3158.0,44254686
nga,1960,49.04,3819.0,45137812
nga,1961,49.77,3559.0,46062905
nga,1962,50.5,3593.0,47029140
nga,1963,51.19,3797.0,48032246
nga,1964,51.86,3812.0,49066059
nga,1965,52.51,3533.0,50127214
nga,1966,53.14,3260.0,51217359
nga,1967,45.68,2673.0,52341834
nga,1968,39.07,2617.0,53505978
nga,1969,36.47,2996.0,54716735
nga,1970,50.1,3492.0,55981400
nga,1971,50.49,3900.0,57295210
nga,1972,50.97,3939.0,58662603
nga,1973,51.49,4053.0,60110433
nga,1974,52.1,4394.0,61673559
nga,1975,52.56,4055.0,63373572
nga,1976,53.01,4300.0,65226229
nga,1977,53.54,4429.0,67215805
nga,1978,53.97,4053.0,69293550
nga,1979,54.38,4205.0,71391290
nga,1980,54.65,4263.0,73460724
nga,1981,54.87,3610.0,75482552
nga,1982,55.1,3485.0,77472907
nga,1983,55.27,3231.0,79462277
nga,1984,55.4,3092.0,81497739
nga,1985,55.65,3269.0,83613300
nga,1986,55.46,2911.0,85818502
nga,1987,55.25,2535.0,88101628
nga,1988,55.08,2659.0,90450281
nga,1989,54.94,2763.0,92844353
nga,1990,54.89,3042.0,95269988
nga,1991,54.67,2947.0,97726323
nga,1992,54.67,2886.0,100221563
nga,1993,54.61,2873.0,102761737
nga,1994,54.77,2828.0,105355783
nga,1995,54.72,2750.0,108011465
nga,1996,54.49,2816.0,110732904
nga,1997,54.69,2824.0,113522705
nga,1998,54.64,2830.0,116385750
nga,1999,54.8,2773.0,119327073
nga,2000,54.92,2848.0,122352009
nga,2001,55.15,2900.0,125463434
nga,2002,55.15,2935.0,128666710
nga,2003,55.6,3158.0,131972533
nga,2004,56.14,4116.0,135393616
nga,2005,56.86,4149.0,138939478
nga,2006,57.49,4374.0,142614094
nga,2007,58.22,4552.0,146417024
nga,2008,59.02,4711.0,150347390
nga,2009,59.76,4905.0,154402181
nga,2010,60.53,5150.0,158578261
nga,2011,61.29,5259.0,162877076
nga,2012,61.95,5339.0,167297284
nga,2013,62.52,5479.0,171829303
nga,2014,63.0,5672.0,176460502
nga,2015,64.05,5671.0,181181744
nga,2016,65.05,5439.0,185989640
nga,2017,65.6,5475.0,190886311
nga,2018,66.14,5569.0,195875237
nic,1800,25.4,973.0,219387
nic,1801,25.4,973.0,219387
nic,1802,25.4,973.0,219387
nic,1803,25.4,974.0,219387
nic,1804,25.4,974.0,219387
nic,1805,25.4,974.0,219387
nic,1806,25.4,974.0,219387
nic,1807,25.4,974.0,219387
nic,1808,25.4,974.0,219387
nic,1809,25.4,974.0,219387
nic,1810,25.4,975.0,219387
nic,1811,25.4,975.0,219555
nic,1812,25.4,975.0,219893
nic,1813,25.4,975.0,220405
nic,1814,25.4,975.0,221092
nic,1815,25.4,975.0,221959
nic,1816,25.4,975.0,223007
nic,1817,25.4,976.0,224239
nic,1818,25.4,976.0,225660
nic,1819,25.4,976.0,227271
nic,1820,25.4,976.0,229075
nic,1821,25.4,986.0,231077
nic,1822,25.4,997.0,233278
nic,1823,25.4,1008.0,235683
nic,1824,25.4,1018.0,238294
nic,1825,25.4,1029.0,241114
nic,1826,25.4,1040.0,244148
nic,1827,25.4,1051.0,247399
nic,1828,25.4,1063.0,250869
nic,1829,25.4,1074.0,254563
nic,1830,25.4,1085.0,258484
nic,1831,25.4,1097.0,262636
nic,1832,25.4,1109.0,266854
nic,1833,25.4,1120.0,271140
nic,1834,25.4,1132.0,275496
nic,1835,25.4,1144.0,279921
nic,1836,25.4,1157.0,284417
nic,1837,25.4,1169.0,288985
nic,1838,25.4,1182.0,293627
nic,1839,25.4,1194.0,298343
nic,1840,25.4,1207.0,303135
