country,year,life_expectancy,gdp_per_capita,population
grc,1863,36.6,1909.0,3433809
grc,1864,36.6,1917.0,3466032
grc,1865,36.6,1924.0,3498729
grc,1866,36.6,1932.0,3531898
grc,1867,36.6,1939.0,3565589
grc,1868,36.6,1947.0,3599753
grc,1869,36.6,1955.0,3634580
grc,1870,36.6,1962.0,3669784
grc,1871,36.61,1991.0,3705510
grc,1872,36.63,2021.0,3741756
grc,1873,36.64,2051.0,3776423
grc,1874,36.65,2081.0,3813760
grc,1875,36.67,2112.0,3851672
grc,1876,36.68,2144.0,3890159
grc,1877,36.69,2176.0,3927579
grc,1878,36.81,2208.0,3967492
grc,1879,36.92,2241.0,4007871
grc,1880,37.03,2274.0,4048718
grc,1881,37.15,2308.0,4088856
grc,1882,37.26,2342.0,4130502
grc,1883,37.39,2377.0,4172545
grc,1884,37.53,2412.0,4214031
grc,1885,37.66,2448.0,4256952
grc,1886,37.8,2484.0,4300254
grc,1887,37.93,2521.0,4343113
grc,1888,38.1,2558.0,4387323
grc,1889,38.28,2596.0,4431983
grc,1890,38.45,2635.0,4477093
grc,1891,38.63,2672.0,4522653
grc,1892,38.8,2709.0,4568754
grc,1893,39.0,2747.0,4615305
grc,1894,39.19,2785.0,4662306
grc,1895,39.39,2824.0,4709757
grc,1896,39.59,2863.0,4756297
grc,1897,39.78,2903.0,4801835
grc,1898,40.0,2944.0,4846371
grc,1899,40.21,2985.0,4889814
grc,1900,40.43,3026.0,4932256
grc,1901,40.65,3065.0,4973606
grc,1902,40.86,3104.0,5016737
grc,1903,41.04,3144.0,5055117
grc,1904,41.22,3185.0,5091941
grc,1905,41.39,3226.0,5127322
grc,1906,41.57,3267.0,5162921
grc,1907,41.75,3309.0,5198162
grc,1908,42.03,3351.0,5234265
grc,1909,42.31,3394.0,5270166
grc,1910,42.6,3438.0,5305864
grc,1911,42.88,3468.0,5341759
grc,1912,43.17,3498.0,5376454
grc,1913,43.45,3528.0,5412144
grc,1914,43.74,3602.0,5449160
grc,1915,44.02,3678.0,5487504
grc,1916,44.31,3755.0,5526176
grc,1917,44.6,3834.0,5565178
grc,1918,24.48,3914.0,5604813
grc,1919,45.17,3996.0,5644705
grc,1920,45.45,4079.0,5716843
grc,1921,45.75,4156.0,5793302
grc,1922,46.04,4235.0,5896357
grc,1923,46.67,4268.0,5950543
grc,1924,47.3,4397.0,5973149
grc,1925,47.93,4554.0,5983786
grc,1926,48.55,4620.0,6026005
grc,1927,49.18,4686.0,6108116
grc,1928,47.13,4697.0,6185573
grc,1929,51.03,4904.0,6260038
grc,1930,51.23,4710.0,6338159
grc,1931,51.42,4435.0,6418276
grc,1932,51.62,4738.0,6498060
grc,1933,52.11,4940.0,6580503
grc,1934,52.6,4971.0,6672587
grc,1935,53.09,5081.0,6770654
grc,1936,53.58,5014.0,6865398
grc,1937,54.07,5636.0,6954489
grc,1938,54.61,5432.0,7044246
grc,1939,55.15,5337.0,7146303
grc,1940,55.7,4485.0,7246365
grc,1941,41.22,3771.0,7307200
grc,1942,30.26,3169.0,7312852
grc,1943,40.02,2656.0,7286922
grc,1944,46.19,2229.0,7281271
grc,1945,59.56,1868.0,7321495
grc,1946,57.63,2756.0,7402941
grc,1947,54.98,3498.0,7544890
grc,1948,49.55,3562.0,7690495
grc,1949,56.86,3694.0,7702796
grc,1950,67.29,3780.0,7668794
grc,1951,67.38,4063.0,7743251
grc,1952,67.55,4041.0,7814593
grc,1953,67.77,4539.0,7882997
grc,1954,68.03,4630.0,7948525
grc,1955,68.35,4930.0,8011124
grc,1956,68.71,5302.0,8070644
grc,1957,69.11,5598.0,8126805
grc,1958,69.55,5798.0,8179268
grc,1959,69.99,5946.0,8227654
grc,1960,70.44,6150.0,8271788
grc,1961,70.86,6632.0,8311808
grc,1962,71.23,6840.0,8348332
grc,1963,71.56,7508.0,8382605
grc,1964,71.83,8097.0,8416193
grc,1965,72.07,8819.0,8450504
grc,1966,72.3,9293.0,8486428
grc,1967,72.55,9694.0,8524555
grc,1968,72.82,10319.0,8565665
grc,1969,73.15,11310.0,8610472
grc,1970,73.49,12194.0,8659795
grc,1971,73.82,13039.0,8712683
grc,1972,73.94,14605.0,8769758
grc,1973,74.23,15147.0,8835139
grc,1974,74.43,14580.0,8914176
grc,1975,74.58,15357.0,9009917
grc,1976,74.85,16160.0,9124755
grc,1977,75.44,16502.0,9255380
grc,1978,76.41,17425.0,9392113
grc,1979,76.88,17889.0,9521672
grc,1980,77.11,18071.0,9634504
grc,1981,77.29,17965.0,9727724
grc,1982,77.29,17976.0,9804166
grc,1983,77.09,17994.0,9867161
grc,1984,76.5,18448.0,9922431
grc,1985,76.22,19003.0,9974739
grc,1986,76.34,19304.0,10023374
grc,1987,76.45,19219.0,10068281
grc,1988,76.67,20108.0,10115853
grc,1989,76.86,20833.0,10174169
grc,1990,77.01,20686.0,10248537
grc,1991,77.13,21073.0,10341892
grc,1992,77.25,21059.0,10451417
grc,1993,77.46,20600.0,10569422
grc,1994,77.66,20908.0,10684818
grc,1995,77.81,21247.0,10789375
grc,1996,77.96,21759.0,10880912
grc,1997,78.12,22623.0,10961123
grc,1998,78.25,23374.0,11030393
grc,1999,78.39,24000.0,11090266
grc,2000,78.64,24839.0,11142119
grc,2001,78.91,25731.0,11184398
grc,2002,79.1,26643.0,11216799
grc,2003,79.29,28119.0,11243567
grc,2004,79.46,29470.0,11270476
grc,2005,79.63,29559.0,11301204
grc,2006,79.88,31136.0,11338770
grc,2007,79.95,32074.0,11380897
grc,2008,80.18,31882.0,11419647
grc,2009,80.29,30430.0,11443828
grc,2010,80.41,28726.0,11446005
grc,2011,80.49,26141.0,11422805
grc,2012,80.59,24364.0,11378257
grc,2013,80.82,23746.0,11321300
grc,2014,80.93,23989.0,11264726
grc,2015,80.96,24095.0,11217800
grc,2016,80.96,24264.0,11183716
grc,2017,81.15,24934.0,11159773
grc,2018,81.34,25498.0,11142161
gtm,1800,25.8,857.0,458965
gtm,1801,25.8,857.0,464961
gtm,1802,25.8,857.0,471035
gtm,1803,25.8,857.0,477189
gtm,1804,25.8,858.0,483423
gtm,1805,25.8,858.0,489738
gtm,1806,25.8,858.0,496136
gtm,1807,25.8,858.0,502618
gtm,1808,25.8,858.0,509184
gtm,1809,25.8,858.0,515836
gtm,1810,25.8,858.0,524190
gtm,1811,25.8,858.0,531007
gtm,1812,25.8,859.0,537881
gtm,1813,25.8,859.0,544813
gtm,1814,25.8,859.0,551803
gtm,1815,25.8,859.0,558851
gtm,1816,25.8,859.0,565959
gtm,1817,25.8,859.0,573126
gtm,1818,25.8,859.0,580352
gtm,1819,25.8,860.0,587638
gtm,1820,25.8,860.0,594985
gtm,1821,25.8,867.0,602393
gtm,1822,25.8,874.0,609861
gtm,1823,25.8,881.0,617391
gtm,1824,25.8,888.0,624983
gtm,1825,25.8,895.0,632638
gtm,1826,25.8,903.0,640354
gtm,1827,25.8,910.0,648134
gtm,1828,25.8,917.0,655977
gtm,1829,25.8,925.0,663884
gtm,1830,25.8,932.0,671855
gtm,1831,25.8,940.0,679891
gtm,1832,25.81,948.0,688022
gtm,1833,25.81,956.0,696251
gtm,1834,25.81,963.0,704579
gtm,1835,25.81,971.0,713005
gtm,1836,25.81,979.0,721533
gtm,1837,25.81,987.0,730163
gtm,1838,25.81,995.0,738895
gtm,1839,25.81,1003.0,747733
gtm,1840,25.81,1011.0,756676
gtm,1841,25.81,1020.0,765729
gtm,1842,25.81,1028.0,774894
gtm,1843,25.81,1036.0,784173
gtm,1844,25.81,1045.0,793566
gtm,1845,25.81,1053.0,803075
gtm,1846,25.81,1062.0,812701
gtm,1847,25.81,1071.0,822446
gtm,1848,25.81,1079.0,832312
gtm,1849,25.81,1088.0,842299
gtm,1850,25.81,1097.0,852410
gtm,1851,25.81,1106.0,862754
gtm,1852,25.81,1115.0,873226
gtm,1853,25.81,1124.0,883829
gtm,1854,25.81,1133.0,894565
gtm,1855,25.81,1143.0,905434
gtm,1856,25.81,1152.0,916439
gtm,1857,25.81,1161.0,927581
gtm,1858,25.81,1171.0,938862
gtm,1859,25.81,1180.0,950284
gtm,1860,25.81,1190.0,961848
gtm,1861,25.81,1200.0,973356
gtm,1862,25.81,1210.0,984800
gtm,1863,25.81,1220.0,996180
gtm,1864,25.81,1229.0,1007492
gtm,1865,25.81,1240.0,1018735
gtm,1866,25.81,1250.0,1029904
gtm,1867,25.81,1260.0,1040998
gtm,1868,25.81,1270.0,1052014
gtm,1869,25.81,1281.0,1062950
gtm,1870,25.81,1291.0,1073802
gtm,1871,25.8,1302.0,1084567
gtm,1872,25.8,1312.0,1095244
gtm,1873,25.79,1323.0,1106462
gtm,1874,25.79,1334.0,1116893
gtm,1875,25.78,1345.0,1127204
gtm,1876,25.77,1356.0,1137390
gtm,1877,25.77,1367.0,1147628
gtm,1878,25.76,1378.0,1157365
gtm,1879,25.76,1389.0,1166937
gtm,1880,25.75,1400.0,1176588
gtm,1881,25.74,1412.0,1186111
gtm,1882,25.74,1423.0,1195920
gtm,1883,25.73,1435.0,1205811
gtm,1884,25.72,1447.0,1215596
gtm,1885,25.72,1458.0,1225650
gtm,1886,25.71,1470.0,1235786
gtm,1887,25.71,1482.0,1245842
gtm,1888,25.7,1494.0,1256146
gtm,1889,25.69,1507.0,1266534
gtm,1890,25.69,1519.0,1277009
gtm,1891,25.68,1531.0,1287570
gtm,1892,25.68,1544.0,1298218
gtm,1893,25.67,1556.0,1308954
gtm,1894,25.67,1569.0,1319780
gtm,1895,25.67,1582.0,1330694
gtm,1896,25.66,1595.0,1341933
gtm,1897,25.66,1608.0,1353585
gtm,1898,25.65,1621.0,1365643
gtm,1899,25.64,1634.0,1378099
gtm,1900,25.64,1648.0,1390945
gtm,1901,25.63,1661.0,1404174
gtm,1902,25.62,1675.0,1416932
gtm,1903,25.62,1688.0,1431084
gtm,1904,25.61,1702.0,1445783
gtm,1905,25.61,1716.0,1460901
gtm,1906,25.6,1730.0,1476259
gtm,1907,25.59,1744.0,1491337
gtm,1908,25.59,1758.0,1506892
gtm,1909,25.58,1773.0,1522665
gtm,1910,25.58,1787.0,1538442
gtm,1911,25.57,1802.0,1554293
gtm,1912,25.56,1817.0,1570505
gtm,1913,25.56,1831.0,1586721
gtm,1914,25.55,1846.0,1603653
gtm,1915,25.55,1861.0,1620589
gtm,1916,25.54,1877.0,1637885
gtm,1917,25.53,1892.0,1655186
gtm,1918,9.58,1907.0,1672213
gtm,1919,25.52,1923.0,1689309
gtm,1920,25.51,1939.0,1706762
gtm,1921,25.51,2104.0,1724570
gtm,1922,25.5,1963.0,1742735
gtm,1923,25.5,2135.0,1760899
gtm,1924,25.48,2282.0,1779064
gtm,1925,25.47,2214.0,1797228
gtm,1926,25.47,2211.0,1815749
gtm,1927,25.46,2329.0,1834626
gtm,1928,25.46,2354.0,1853859
gtm,1929,25.45,2598.0,1873092
gtm,1930,25.44,2679.0,1899805
gtm,1931,25.43,2442.0,1937915
gtm,1932,25.42,2078.0,1987422
gtm,1933,25.42,2042.0,2033724
gtm,1934,25.41,2271.0,2076465
gtm,1935,26.15,2570.0,2115643
gtm,1936,26.89,3456.0,2161945
gtm,1937,27.63,3304.0,2208247
gtm,1938,28.37,3327.0,2254549
gtm,1939,29.11,3672.0,2300851
gtm,1940,29.85,4094.0,2350715
gtm,1941,30.92,4213.0,2404140
gtm,1942,32.01,4170.0,2454004
gtm,1943,33.08,2730.0,2503868
gtm,1944,34.15,2588.0,2553731
gtm,1945,35.22,2572.0,2610718
gtm,1946,36.3,2970.0,2674828
gtm,1947,37.38,2926.0,2746062
gtm,1948,38.45,2942.0,2824420
gtm,1949,39.52,3120.0,2966523
gtm,1950,40.59,3078.0,3114957
gtm,1951,40.72,3029.0,3212331
gtm,1952,41.04,3000.0,3311537
gtm,1953,41.37,3018.0,3413165
gtm,1954,41.74,2982.0,3517653
gtm,1955,42.14,2965.0,3625300
gtm,1956,42.57,3138.0,3736236
gtm,1957,43.04,3215.0,3850434
gtm,1958,43.51,3264.0,3967745
gtm,1959,44.03,3322.0,4087923
gtm,1960,44.56,3301.0,4210747
gtm,1961,45.11,3342.0,4336143
gtm,1962,45.67,3359.0,4464249
gtm,1963,46.24,3572.0,4595510
gtm,1964,46.82,3629.0,4730540
gtm,1965,47.42,3718.0,4869716
gtm,1966,48.04,3852.0,5013153
gtm,1967,48.7,3936.0,5160609
gtm,1968,49.39,4202.0,5311615
gtm,1969,50.1,4318.0,5465512
gtm,1970,50.81,4475.0,5621792
gtm,1971,51.97,4628.0,5780480
gtm,1972,53.14,4864.0,5941567
gtm,1973,54.31,5083.0,6104530
gtm,1974,55.15,5292.0,6268707
gtm,1975,55.83,5279.0,6433728
gtm,1976,49.87,5547.0,6599214
gtm,1977,57.99,5850.0,6765516
gtm,1978,58.64,6009.0,6933906
gtm,1979,59.09,6158.0,7106145
gtm,1980,58.9,6253.0,7283459
gtm,1981,58.48,6139.0,7466488
gtm,1982,57.82,5741.0,7654819
gtm,1983,60.57,5457.0,7847472
gtm,1984,61.38,5331.0,8042897
gtm,1985,62.03,5145.0,8240060
gtm,1986,62.86,5001.0,8438604
gtm,1987,63.65,5024.0,8639108
gtm,1988,64.44,5063.0,8842575
gtm,1989,64.72,5103.0,9050465
gtm,1990,64.63,5101.0,9263813
gtm,1991,64.68,5165.0,9483270
gtm,1992,65.0,5289.0,9708544
gtm,1993,65.51,5370.0,9938692
gtm,1994,65.95,5458.0,10172297
gtm,1995,66.62,5598.0,10408489
gtm,1996,67.22,5635.0,10646674
gtm,1997,67.59,5751.0,10887634
gtm,1998,67.81,5904.0,11133501
gtm,1999,68.27,5995.0,11387203
gtm,2000,68.63,6071.0,11650743
gtm,2001,68.92,6069.0,11924946
gtm,2002,69.29,6158.0,12208848
gtm,2003,69.55,6166.0,12500478
gtm,2004,69.7,6213.0,12796925
gtm,2005,69.8,6269.0,13096028
gtm,2006,70.16,6458.0,13397008
gtm,2007,70.52,6713.0,13700286
gtm,2008,70.8,6782.0,14006366
gtm,2009,71.04,6670.0,14316208
gtm,2010,71.25,6714.0,14630417
gtm,2011,71.51,6844.0,14948919
gtm,2012,71.83,6899.0,15271056
gtm,2013,72.1,7005.0,15596214
gtm,2014,72.33,7147.0,15923559
gtm,2015,72.55,7293.0,16252429
gtm,2016,72.71,7367.0,16582469
gtm,2017,72.96,7439.0,16913503
gtm,2018,73.2,7533.0,17245346
guy,1800,31.12,1214.0,166034
guy,1801,31.12,1214.0,166034
guy,1802,31.12,1214.0,166034
guy,1803,31.12,1215.0,166034
guy,1804,31.12,1215.0,166034
guy,1805,31.12,1215.0,166034
guy,1806,31.12,1215.0,166034
guy,1807,31.12,1215.0,166034
guy,1808,31.12,1215.0,166034
guy,1809,31.12,1216.0,166034
guy,1810,31.12,1216.0,166034
guy,1811,31.12,1216.0,166089
guy,1812,31.12,1216.0,166198
guy,1813,31.12,1216.0,166363
guy,1814,31.12,1217.0,166584
guy,1815,31.12,1217.0,166861
guy,1816,31.12,1217.0,167195
guy,1817,31.12,1217.0,167586
guy,1818,31.12,1217.0,168034
guy,1819,31.12,1217.0,168539
guy,1820,31.12,1218.0,169103
guy,1821,31.12,1226.0,169726
guy,1822,31.12,1234.0,170407
guy,1823,31.12,1242.0,171148
guy,1824,31.12,1251.0,171948
guy,1825,31.12,1259.0,172809
guy,1826,31.12,1268.0,173730
guy,1827,31.12,1276.0,174712
guy,1828,31.12,1285.0,175756
guy,1829,31.12,1294.0,176862
guy,1830,31.12,1302.0,178030
guy,1831,31.12,1311.0,179260
guy,1832,31.12,1320.0,180500
guy,1833,31.12,1329.0,181747
guy,1834,31.12,1338.0,183004
guy,1835,31.12,1347.0,184269
guy,1836,31.12,1356.0,185542
guy,1837,31.12,1365.0,186825
guy,1838,31.12,1375.0,188116
guy,1839,31.12,1384.0,189417
guy,1840,31.12,1393.0,190726
guy,1841,31.12,1403.0,192045
guy,1842,31.12,1412.0,193372
guy,1843,31.12,1422.0,194709
guy,1844,31.12,1431.0,196055
guy,1845,31.12,1441.0,197410
guy,1846,31.12,1451.0,198775
guy,1847,31.12,1460.0,200149
guy,1848,31.12,1470.0,201532
guy,1849,31.12,1480.0,202925
guy,1850,31.12,1490.0,204328
guy,1851,31.12,1500.0,205705
guy,1852,31.12,1510.0,207091
guy,1853,31.12,1521.0,208487
guy,1854,31.12,1531.0,209892
guy,1855,31.12,1541.0,211307
guy,1856,31.12,1552.0,212731
guy,1857,31.12,1562.0,214165
guy,1858,31.12,1573.0,215608
guy,1859,31.12,1583.0,217061
guy,1860,31.12,1594.0,218524
guy,1861,31.12,1605.0,219996
guy,1862,31.12,1616.0,221479
guy,1863,31.12,1627.0,222972
guy,1864,31.12,1638.0,224474
guy,1865,31.12,1649.0,225987
guy,1866,31.12,1660.0,227510
guy,1867,31.12,1671.0,229043
guy,1868,31.12,1682.0,230587
guy,1869,31.12,1694.0,232141
guy,1870,31.12,1705.0,233705
guy,1871,31.13,1717.0,235280
guy,1872,31.13,1728.0,236866
guy,1873,31.14,1740.0,238424
guy,1874,31.15,1752.0,240031
guy,1875,31.16,1764.0,241648
guy,1876,31.16,1775.0,243277
guy,1877,31.17,1787.0,244881
guy,1878,31.18,1800.0,246531
guy,1879,31.18,1812.0,248193
guy,1880,31.19,1824.0,249865
guy,1881,31.2,1836.0,251517
guy,1882,31.2,1849.0,253212
guy,1883,31.21,1861.0,254918
guy,1884,31.22,1874.0,256608
guy,1885,31.23,1886.0,258337
guy,1886,31.23,1899.0,260078
guy,1887,31.24,1912.0,261805
guy,1888,31.25,1925.0,263570
guy,1889,31.25,1938.0,265346
guy,1890,31.26,1951.0,267134
guy,1891,31.27,1964.0,268934
guy,1892,31.28,1977.0,270746
guy,1893,31.28,1991.0,272570
guy,1894,31.29,2004.0,274407
guy,1895,31.3,2018.0,276256
guy,1896,31.3,2031.0,278117
guy,1897,31.31,2045.0,279991
guy,1898,31.32,2059.0,281878
guy,1899,31.32,2073.0,283777
guy,1900,31.33,2087.0,285690
guy,1901,31.34,2101.0,287615
guy,1902,31.35,2115.0,289530
guy,1903,31.35,2129.0,291480
guy,1904,31.36,2144.0,293444
guy,1905,31.37,2158.0,295422
guy,1906,31.37,2173.0,297412
guy,1907,31.38,2188.0,299383
guy,1908,31.39,2202.0,301400
guy,1909,31.4,2217.0,303431
guy,1910,31.4,2232.0,305475
guy,1911,31.41,2247.0,307524
guy,1912,31.77,2262.0,309596
guy,1913,32.13,2278.0,311682
guy,1914,32.49,2312.0,313782
guy,1915,32.85,2347.0,315896
guy,1916,33.21,2382.0,318024
guy,1917,33.57,2418.0,320167
guy,1918,29.69,2454.0,322399
guy,1919,34.3,2491.0,324628
guy,1920,34.66,2529.0,326872
guy,1921,35.02,2569.0,329131
guy,1922,35.8,2610.0,331406
guy,1923,36.56,2652.0,333697
guy,1924,37.34,2695.0,336004
guy,1925,38.11,2738.0,338327
guy,1926,38.89,2781.0,340665
guy,1927,39.67,2826.0,343020
guy,1928,40.44,2871.0,345391
guy,1929,41.21,2917.0,347779
guy,1930,41.98,2963.0,350183
guy,1931,42.78,3011.0,352604
guy,1932,43.58,3059.0,355041
guy,1933,44.38,3108.0,357495
guy,1934,45.18,3157.0,359966
guy,1935,45.98,3207.0,362455
guy,1936,46.77,3259.0,364960
guy,1937,47.57,3310.0,367483
guy,1938,48.38,3363.0,370023
guy,1939,49.17,3417.0,372581
guy,1940,49.97,3471.0,375157
guy,1941,50.78,3526.0,377750
guy,1942,51.57,3582.0,380361
guy,1943,52.37,3639.0,382990
guy,1944,53.18,3697.0,385638
guy,1945,53.97,3756.0,388304
guy,1946,54.78,3816.0,390988
guy,1947,55.58,3876.0,393691
guy,1948,56.39,3938.0,396412
guy,1949,57.19,4000.0,399152
guy,1950,57.99,4064.0,406559
guy,1951,58.08,3956.0,418674
guy,1952,58.22,3851.0,432818
guy,1953,58.37,3748.0,448464
guy,1954,58.53,3649.0,465172
guy,1955,58.67,3552.0,482555
guy,1956,58.82,3457.0,500324
guy,1957,58.96,3365.0,518259
guy,1958,59.11,3276.0,536218
guy,1959,59.25,3189.0,554092
guy,1960,59.4,3104.0,571819
guy,1961,59.53,3163.0,589274
guy,1962,59.68,3117.0,606285
guy,1963,59.82,2670.0,622575
guy,1964,59.96,2905.0,637845
guy,1965,60.1,3141.0,651868
guy,1966,60.24,3235.0,664521
guy,1967,60.38,3305.0,675871
guy,1968,60.53,3276.0,686146
guy,1969,60.66,3448.0,695745
guy,1970,60.8,3548.0,704934
guy,1971,60.98,3624.0,713684
guy,1972,61.16,3482.0,721948
guy,1973,61.35,3510.0,729916
guy,1974,61.54,3764.0,737847
guy,1975,61.88,4062.0,745841
guy,1976,62.24,4096.0,754101
guy,1977,62.39,3958.0,762424
guy,1978,60.18,3857.0,770125
guy,1979,63.0,3762.0,776254
guy,1980,63.32,3814.0,780153
guy,1981,63.62,3866.0,781732
guy,1982,63.87,3360.0,781246
guy,1983,64.06,3141.0,778948
guy,1984,63.96,2997.0,775219
guy,1985,64.27,3087.0,770435
guy,1986,64.34,3081.0,764459
guy,1987,64.49,3134.0,757506
guy,1988,64.64,3044.0,750731
guy,1989,64.44,2913.0,745665
guy,1990,64.37,2837.0,743309
guy,1991,64.54,3003.0,744289
guy,1992,64.8,3222.0,748134
guy,1993,64.95,3462.0,753484
guy,1994,65.02,3733.0,758342
guy,1995,65.16,3904.0,761291
guy,1996,65.1,4208.0,761861
guy,1997,65.22,4478.0,760510
guy,1998,65.37,4416.0,757952
guy,1999,65.58,4564.0,755278
guy,2000,65.61,4513.0,753301
guy,2001,65.51,4621.0,752263
guy,2002,65.31,4672.0,751884
guy,2003,65.05,4625.0,751857
guy,2004,64.85,4778.0,751652
guy,2005,64.79,4689.0,750946
guy,2006,65.04,4939.0,749601
guy,2007,65.13,5298.0,747869
guy,2008,65.18,5414.0,746314
guy,2009,65.43,5598.0,745693
guy,2010,65.49,5836.0,746556
guy,2011,65.71,6132.0,749100
guy,2012,65.97,6394.0,753091
guy,2013,66.35,6683.0,758081
guy,2014,66.71,6891.0,763393
guy,2015,67.01,7063.0,768514
guy,2016,67.92,7248.0,773303
guy,2017,68.03,7486.0,777859
guy,2018,68.15,7739.0,782225
hnd,1800,33.9,675.0,126118
hnd,1801,33.9,675.0,130000
hnd,1802,33.9,675.0,130258
hnd,1803,33.9,675.0,130517
hnd,1804,33.9,675.0,130777
hnd,1805,33.9,675.0,131037
hnd,1806,33.9,675.0,131298
hnd,1807,33.9,675.0,131559
hnd,1808,33.9,675.0,131820
hnd,1809,33.9,675.0,132082
hnd,1810,33.9,676.0,132182
hnd,1811,33.9,676.0,132812
hnd,1812,33.9,676.0,133472
hnd,1813,33.9,676.0,134340
hnd,1814,33.9,676.0,135424
hnd,1815,33.9,676.0,136732
hnd,1816,33.9,676.0,138270
hnd,1817,33.9,676.0,140046
hnd,1818,33.9,676.0,142069
hnd,1819,33.9,676.0,144348
hnd,1820,33.9,677.0,146889
hnd,1821,33.9,685.0,149703
hnd,1822,33.9,694.0,152799
hnd,1823,33.9,703.0,156186
hnd,1824,33.9,712.0,159874
hnd,1825,33.9,721.0,163872
hnd,1826,33.9,730.0,168192
hnd,1827,33.9,740.0,172844
hnd,1828,33.9,749.0,177839
hnd,1829,33.9,759.0,183189
hnd,1830,33.9,769.0,188905
hnd,1831,33.9,779.0,195000
hnd,1832,33.9,789.0,201292
hnd,1833,33.9,799.0,207787
hnd,1834,33.9,809.0,214491
hnd,1835,33.9,819.0,221412
hnd,1836,33.9,830.0,228555
hnd,1837,33.9,841.0,235930
hnd,1838,33.9,851.0,243542
hnd,1839,33.9,862.0,251400
hnd,1840,33.9,873.0,259511
hnd,1841,33.9,885.0,267466
hnd,1842,33.9,896.0,275258
hnd,1843,33.9,907.0,282877
hnd,1844,33.9,919.0,290314
hnd,1845,33.9,931.0,297562
hnd,1846,33.9,943.0,304611
hnd,1847,33.9,955.0,311451
hnd,1848,33.9,967.0,318073
hnd,1849,33.9,980.0,324465
hnd,1850,33.9,992.0,330619
hnd,1851,33.9,1005.0,336795
hnd,1852,33.9,1018.0,342718
hnd,1853,33.9,1031.0,348377
hnd,1854,33.9,1044.0,353758
hnd,1855,33.9,1058.0,358848
hnd,1856,33.9,1071.0,363634
hnd,1857,33.9,1085.0,368101
hnd,1858,33.9,1099.0,372235
hnd,1859,33.9,1113.0,376019
hnd,1860,33.9,1127.0,379439
hnd,1861,33.9,1142.0,382478
hnd,1862,33.9,1156.0,385538
hnd,1863,33.9,1171.0,388622
hnd,1864,33.9,1186.0,391729
hnd,1865,33.9,1202.0,394859
hnd,1866,33.9,1217.0,398012
hnd,1867,33.9,1233.0,401190
hnd,1868,33.9,1248.0,404390
hnd,1869,33.9,1265.0,407615
hnd,1870,33.9,1281.0,410864
hnd,1871,33.93,1297.0,414137
hnd,1872,33.96,1314.0,417435
hnd,1873,33.99,1331.0,420693
hnd,1874,34.02,1348.0,424039
hnd,1875,34.06,1365.0,427410
hnd,1876,34.09,1383.0,430806
hnd,1877,34.12,1400.0,434165
hnd,1878,34.15,1418.0,437610
hnd,1879,34.18,1437.0,441080
hnd,1880,34.21,1455.0,444578
hnd,1881,34.24,1474.0,448043
hnd,1882,34.27,1493.0,451595
hnd,1883,34.31,1512.0,455175
hnd,1884,34.34,1531.0,458729
hnd,1885,34.37,1551.0,462366
hnd,1886,34.4,1571.0,466030
hnd,1887,34.43,1591.0,469676
hnd,1888,34.46,1612.0,473398
hnd,1889,34.49,1632.0,477150
hnd,1890,34.52,1653.0,480930
hnd,1891,34.55,1674.0,484741
hnd,1892,34.59,1696.0,488581
hnd,1893,34.62,1718.0,492451
hnd,1894,34.65,1740.0,496352
hnd,1895,34.68,1762.0,500283
hnd,1896,34.71,1785.0,504947
hnd,1897,34.74,1808.0,510341
hnd,1898,34.77,1831.0,516467
hnd,1899,34.8,1854.0,523417
hnd,1900,34.83,1878.0,531097
hnd,1901,34.87,1902.0,539601
hnd,1902,34.9,1927.0,547072
hnd,1903,34.93,1952.0,557703
hnd,1904,34.96,1977.0,569333
hnd,1905,34.99,2002.0,582078
hnd,1906,35.02,2028.0,595075
hnd,1907,35.05,2054.0,607650
hnd,1908,35.08,2080.0,621314
hnd,1909,35.12,2107.0,635207
hnd,1910,35.15,2134.0,649332
hnd,1911,35.18,2161.0,663617
hnd,1912,35.21,2189.0,678484
hnd,1913,35.24,2217.0,691621
hnd,1914,35.27,2246.0,703024
hnd,1915,35.3,2275.0,712339
hnd,1916,35.33,2304.0,722018
hnd,1917,35.36,2333.0,731360
hnd,1918,31.29,2363.0,740308
hnd,1919,35.43,2394.0,749443
hnd,1920,35.46,2424.0,762795
hnd,1921,35.49,2381.0,783525
hnd,1922,35.52,2485.0,811633
hnd,1923,35.55,2375.0,839742
hnd,1924,35.58,2161.0,867850
hnd,1925,35.61,2514.0,895959
hnd,1926,35.64,2446.0,920554
hnd,1927,35.68,2653.0,941635
hnd,1928,35.71,2914.0,959203
hnd,1929,35.74,2819.0,980284
hnd,1930,35.77,2936.0,1001366
hnd,1931,36.17,2933.0,1022447
hnd,1932,36.56,2571.0,1043529
hnd,1933,36.96,2361.0,1061096
hnd,1934,37.37,2261.0,1078664
hnd,1935,37.77,2116.0,1096232
hnd,1936,38.16,2110.0,1117313
hnd,1937,38.57,1977.0,1138395
hnd,1938,38.97,2051.0,1159476
hnd,1939,39.38,2068.0,1184071
hnd,1940,39.77,2148.0,1208666
hnd,1941,40.18,2104.0,1236775
hnd,1942,40.59,1873.0,1257856
hnd,1943,41.0,1857.0,1282451
hnd,1944,41.4,1851.0,1303532
hnd,1945,41.81,2241.0,1331641
hnd,1946,42.22,2352.0,1359749
hnd,1947,42.62,2444.0,1391371
